bib,age,5k_minutes,10k_minutes,15k_minutes,20k_minutes,Half_minutes,25k_minutes,30k_minutes,35k_minutes,40k_minutes,gender_F,gender_M,finish_minutes
4322,34.0,20.6,40.7,,,,,,,,0,1,174.07
4645,37.0,21.0,41.6,,,,,,,,0,1,174.1
2660,29.0,21.63,42.07,,,,,,,,0,1,174.15
3747,40.0,20.55,40.08,,,,,,,,0,1,174.32
4743,34.0,20.72,40.73,,,,,,,,0,1,174.32
8366,53.0,19.93,40.07,,,,,,,,0,1,174.43
2431,39.0,20.03,39.58,,,,,,,,0,1,174.47
2356,43.0,19.7,39.08,,,,,,,,0,1,174.5
6326,21.0,20.5,40.35,,,,,,,,0,1,174.72
6170,40.0,20.3,40.35,,,,,,,,0,1,174.82
927,22.0,18.57,38.18,,,,,,,,0,1,174.93
6485,24.0,20.97,41.82,,,,,,,,0,1,174.98
5460,40.0,20.93,41.53,,,,,,,,0,1,175.07
7249,37.0,20.87,41.78,,,,,,,,0,1,175.62
7060,42.0,20.62,40.98,,,,,,,,0,1,175.75
5521,49.0,20.5,40.83,,,,,,,,0,1,175.9
4288,43.0,20.95,41.87,,,,,,,,0,1,176.05
2126,43.0,20.25,40.1,,,,,,,,0,1,176.32
6794,40.0,20.08,40.62,,,,,,,,0,1,176.32
4377,40.0,20.15,40.03,,,,,,,,0,1,176.35
5287,43.0,20.53,40.85,,,,,,,,0,1,176.53
4554,29.0,20.97,41.5,,,,,,,,0,1,176.82
3425,48.0,21.1,42.13,,,,,,,,0,1,177.02
5303,30.0,21.13,42.57,,,,,,,,0,1,177.05
4558,43.0,21.3,42.02,,,,,,,,0,1,177.3
3904,33.0,20.17,40.23,,,,,,,,0,1,177.32
5904,38.0,21.52,42.8,,,,,,,,0,1,177.45
5592,33.0,20.95,41.35,,,,,,,,0,1,177.78
5789,58.0,20.77,41.55,,,,,,,,0,1,177.88
3618,42.0,21.2,41.92,,,,,,,,0,1,178.03
8548,35.0,21.0,41.7,,,,,,,,0,1,178.08
3915,46.0,20.23,40.13,,,,,,,,0,1,178.27
6184,55.0,21.43,42.42,,,,,,,,0,1,178.33
8221,38.0,20.9,42.17,,,,,,,,0,1,178.37
30434,31.0,20.42,40.53,,,,,,,,0,1,178.45
2396,41.0,19.98,39.82,,,,,,,,0,1,178.52
3337,35.0,20.72,41.7,,,,,,,,0,1,178.53
9876,42.0,20.92,41.12,,,,,,,,0,1,178.57
6278,33.0,21.42,42.32,,,,,,,,0,1,178.67
6511,34.0,20.92,41.65,,,,,,,,0,1,178.72
4460,43.0,20.45,40.83,,,,,,,,0,1,178.75
8259,37.0,20.38,40.67,,,,,,,,0,1,178.87
2099,37.0,20.95,41.2,,,,,,,,0,1,179.08
4574,37.0,20.87,41.42,,,,,,,,0,1,179.2
6570,33.0,21.0,42.23,,,,,,,,0,1,179.23
5934,55.0,21.07,41.73,,,,,,,,0,1,179.45
8783,44.0,21.73,43.08,,,,,,,,0,1,179.47
6551,46.0,20.87,41.7,,,,,,,,0,1,179.55
8854,42.0,21.42,42.53,,,,,,,,0,1,179.6
5714,52.0,20.58,41.27,,,,,,,,0,1,179.73
7357,38.0,21.45,42.55,,,,,,,,0,1,179.82
5599,37.0,21.35,42.7,,,,,,,,0,1,179.85
6809,50.0,22.17,43.53,,,,,,,,0,1,179.9
5369,36.0,21.48,42.78,,,,,,,,0,1,179.93
8050,36.0,21.35,42.82,,,,,,,,0,1,179.95
10192,45.0,21.88,43.48,,,,,,,,0,1,179.97
3254,38.0,21.33,42.53,,,,,,,,0,1,180.08
2866,40.0,20.95,41.53,,,,,,,,0,1,180.13
5293,34.0,21.88,43.28,,,,,,,,0,1,180.37
3844,61.0,21.27,42.25,,,,,,,,0,1,180.45
8382,44.0,20.77,40.95,,,,,,,,0,1,180.6
3642,42.0,20.32,40.42,,,,,,,,0,1,180.6
4188,32.0,20.75,41.27,,,,,,,,0,1,180.62
7324,46.0,21.23,42.2,,,,,,,,0,1,180.65
1031,36.0,21.53,43.33,,,,,,,,0,1,180.67
9875,50.0,22.4,43.2,,,,,,,,0,1,180.85
3858,24.0,20.83,41.73,,,,,,,,0,1,180.93
30096,45.0,24.58,46.3,,,,,,,,0,1,180.98
8037,41.0,21.42,42.52,,,,,,,,0,1,181.08
4555,52.0,21.07,41.97,,,,,,,,0,1,181.08
4640,30.0,23.52,44.65,,,,,,,,0,1,181.18
5258,32.0,21.97,43.9,,,,,,,,0,1,181.18
2974,28.0,20.6,40.77,,,,,,,,0,1,181.32
9751,41.0,21.0,41.93,,,,,,,,0,1,181.33
6772,39.0,20.73,41.22,,,,,,,,0,1,181.4
9459,55.0,21.0,42.48,,,,,,,,0,1,181.47
5294,34.0,21.85,43.22,,,,,,,,0,1,181.8
8032,52.0,21.92,43.18,,,,,,,,0,1,181.82
5533,30.0,20.7,41.95,,,,,,,,0,1,182.07
8469,36.0,21.25,42.13,,,,,,,,0,1,182.12
8491,43.0,21.32,42.68,,,,,,,,0,1,182.15
7113,36.0,21.27,42.73,,,,,,,,0,1,182.23
2709,25.0,20.85,41.02,,,,,,,,0,1,182.65
31441,39.0,22.62,43.6,,,,,,,,0,1,182.72
5510,35.0,21.35,42.55,,,,,,,,0,1,182.8
6221,27.0,20.87,41.85,,,,,,,,0,1,182.85
8571,35.0,20.7,41.55,,,,,,,,0,1,182.87
1464,52.0,20.17,39.68,,,,,,,,0,1,182.88
6318,41.0,22.42,43.72,,,,,,,,0,1,183.12
11766,52.0,21.1,41.08,,,,,,,,0,1,183.18
3672,40.0,20.73,41.37,,,,,,,,0,1,183.35
6192,34.0,20.75,41.42,,,,,,,,0,1,183.35
6202,41.0,20.18,40.57,,,,,,,,0,1,183.83
8408,41.0,22.25,43.13,,,,,,,,0,1,183.85
8164,43.0,21.37,42.73,,,,,,,,0,1,183.88
6803,53.0,21.38,42.85,,,,,,,,0,1,184.12
6301,43.0,21.33,42.58,,,,,,,,0,1,184.12
8710,42.0,20.3,41.22,,,,,,,,0,1,184.3
10969,50.0,22.2,43.98,,,,,,,,0,1,184.4
8969,49.0,21.27,42.77,,,,,,,,0,1,184.6
5827,45.0,21.62,43.33,,,,,,,,0,1,184.6
4961,30.0,20.6,40.97,,,,,,,,0,1,184.65
2084,23.0,19.7,38.97,,,,,,,,0,1,184.9
7033,62.0,21.25,43.03,,,,,,,,0,1,184.9
4012,29.0,19.03,38.47,,,,,,,,0,1,185.02
5647,42.0,21.27,42.3,,,,,,,,0,1,185.07
6368,32.0,20.67,41.1,,,,,,,,0,1,185.1
10271,51.0,21.88,43.07,,,,,,,,0,1,185.38
6818,44.0,21.47,42.8,,,,,,,,0,1,185.42
3708,52.0,22.35,44.57,,,,,,,,0,1,185.48
8081,59.0,21.38,42.65,,,,,,,,0,1,185.62
6408,35.0,22.12,43.83,,,,,,,,0,1,185.73
8236,42.0,22.65,44.3,,,,,,,,0,1,185.77
4030,31.0,21.52,42.33,,,,,,,,0,1,185.82
6233,27.0,21.97,43.22,,,,,,,,0,1,185.87
3974,38.0,22.42,44.22,,,,,,,,0,1,185.9
6721,39.0,21.37,42.23,,,,,,,,0,1,186.03
9181,42.0,22.12,43.67,,,,,,,,0,1,186.17
11129,45.0,22.12,43.65,,,,,,,,0,1,186.37
3760,31.0,21.38,42.92,,,,,,,,0,1,186.58
6255,48.0,21.73,43.22,,,,,,,,0,1,186.82
7351,45.0,21.83,43.4,,,,,,,,0,1,186.82
5792,50.0,21.1,42.22,,,,,,,,0,1,186.93
4493,43.0,21.7,43.43,,,,,,,,0,1,186.93
6629,38.0,22.07,43.97,,,,,,,,0,1,187.0
9982,53.0,22.25,43.87,,,,,,,,0,1,187.17
8829,47.0,21.28,42.37,,,,,,,,0,1,187.28
3149,40.0,21.98,44.32,,,,,,,,0,1,187.37
10375,55.0,22.12,43.4,,,,,,,,0,1,187.53
6219,21.0,21.68,43.52,,,,,,,,0,1,187.7
25231,38.0,23.57,45.72,,,,,,,,0,1,187.8
8261,42.0,20.53,41.4,,,,,,,,0,1,187.93
8009,48.0,19.83,40.45,,,,,,,,0,1,188.05
5526,48.0,21.72,43.92,,,,,,,,0,1,188.07
5650,36.0,21.22,42.02,,,,,,,,0,1,188.27
12916,48.0,23.12,44.67,,,,,,,,0,1,188.37
8184,50.0,21.08,42.17,,,,,,,,0,1,188.52
3576,36.0,22.8,45.67,,,,,,,,0,1,188.53
9626,47.0,21.95,43.73,,,,,,,,0,1,188.6
8735,47.0,21.75,43.38,,,,,,,,0,1,189.1
10015,41.0,22.47,44.23,,,,,,,,0,1,189.1
8043,44.0,20.15,40.97,,,,,,,,0,1,189.12
8058,46.0,19.72,39.55,,,,,,,,0,1,189.32
7149,42.0,21.92,43.7,,,,,,,,0,1,189.38
4268,25.0,22.48,45.05,,,,,,,,0,1,189.7
9650,41.0,20.87,41.02,,,,,,,,0,1,189.75
12134,47.0,22.98,45.4,,,,,,,,0,1,189.8
10666,53.0,22.77,45.17,,,,,,,,0,1,189.83
9422,40.0,22.45,44.55,,,,,,,,0,1,189.9
4783,41.0,21.85,43.08,,,,,,,,0,1,189.92
7302,43.0,22.75,45.65,,,,,,,,0,1,190.4
14591,50.0,22.5,45.27,,,,,,,,0,1,190.83
27089,27.0,25.67,48.1,,,,,,,,0,1,190.9
7393,42.0,21.65,43.32,,,,,,,,0,1,191.27
4295,26.0,20.13,39.88,,,,,,,,0,1,191.28
12185,50.0,22.9,45.18,,,,,,,,0,1,191.28
5065,42.0,21.32,42.7,,,,,,,,0,1,191.58
5269,39.0,21.37,42.92,,,,,,,,0,1,192.05
4782,42.0,22.08,44.08,,,,,,,,0,1,192.22
9738,40.0,21.75,42.75,,,,,,,,0,1,192.25
7424,41.0,22.98,45.75,,,,,,,,0,1,192.4
6336,49.0,20.98,42.32,,,,,,,,0,1,192.63
9730,50.0,22.58,44.97,,,,,,,,0,1,192.65
6463,31.0,20.95,42.05,,,,,,,,0,1,192.92
8195,43.0,20.45,41.72,,,,,,,,0,1,193.27
5925,44.0,22.48,44.38,,,,,,,,0,1,193.27
4389,38.0,22.9,45.78,,,,,,,,0,1,193.37
5420,41.0,20.85,41.62,,,,,,,,0,1,193.62
700,29.0,21.88,44.55,,,,,,,,0,1,193.73
7309,48.0,22.75,45.5,,,,,,,,0,1,193.78
9465,41.0,21.43,42.65,,,,,,,,0,1,193.87
8680,40.0,20.75,42.5,,,,,,,,0,1,193.88
13704,50.0,23.53,46.45,,,,,,,,0,1,194.38
10972,45.0,22.95,45.62,,,,,,,,0,1,194.57
5729,53.0,21.0,42.1,,,,,,,,0,1,194.68
10502,51.0,22.92,45.05,,,,,,,,0,1,194.75
13425,57.0,23.2,46.03,,,,,,,,0,1,195.03
13350,46.0,23.25,46.08,,,,,,,,0,1,195.6
11696,46.0,23.68,45.05,,,,,,,,0,1,195.68
9913,44.0,22.87,45.48,,,,,,,,0,1,195.9
6113,47.0,21.88,43.92,,,,,,,,0,1,195.92
4500,37.0,20.95,41.33,,,,,,,,0,1,195.92
10498,49.0,23.32,46.2,,,,,,,,0,1,196.25
12190,57.0,23.17,46.38,,,,,,,,0,1,196.27
6681,31.0,21.13,42.87,,,,,,,,0,1,196.35
12367,45.0,22.62,44.43,,,,,,,,0,1,196.4
11279,61.0,23.05,45.95,,,,,,,,0,1,196.62
30379,24.0,24.33,46.65,,,,,,,,0,1,196.82
10947,47.0,22.63,45.47,,,,,,,,0,1,196.87
11506,50.0,23.02,45.3,,,,,,,,0,1,197.05
10009,42.0,23.75,46.53,,,,,,,,0,1,197.18
13393,56.0,23.42,46.38,,,,,,,,0,1,197.42
10815,48.0,23.13,46.1,,,,,,,,0,1,197.43
5750,30.0,22.43,45.17,,,,,,,,0,1,197.7
17222,60.0,23.45,46.13,,,,,,,,0,1,197.77
13366,51.0,23.5,46.67,,,,,,,,0,1,197.9
9770,41.0,22.48,44.7,,,,,,,,0,1,197.93
10755,46.0,23.28,46.22,,,,,,,,0,1,197.97
13453,47.0,22.78,45.77,,,,,,,,0,1,198.0
11877,45.0,22.53,45.13,,,,,,,,0,1,198.05
8912,41.0,22.53,44.68,,,,,,,,0,1,198.1
8520,55.0,22.33,44.85,,,,,,,,0,1,198.33
14519,60.0,23.65,46.77,,,,,,,,0,1,198.5
7303,43.0,21.55,43.0,,,,,,,,0,1,198.53
14666,54.0,23.77,46.6,,,,,,,,0,1,198.58
11351,52.0,23.63,46.72,,,,,,,,0,1,198.63
14357,52.0,23.82,47.75,,,,,,,,0,1,198.65
4477,29.0,21.0,42.13,,,,,,,,0,1,198.7
4365,46.0,20.82,41.22,,,,,,,,0,1,198.75
10279,45.0,21.9,44.0,,,,,,,,0,1,198.78
11516,47.0,24.08,47.07,,,,,,,,0,1,199.03
8896,41.0,21.82,43.78,,,,,,,,0,1,199.35
10177,54.0,23.3,46.45,,,,,,,,0,1,199.45
25410,23.0,24.45,47.33,,,,,,,,0,1,199.55
13528,55.0,23.28,46.35,,,,,,,,0,1,199.55
13746,50.0,21.6,42.87,,,,,,,,0,1,199.67
15394,54.0,28.8,51.7,,,,,,,,0,1,199.8
15521,53.0,22.87,46.43,,,,,,,,0,1,200.0
8367,46.0,23.75,46.55,,,,,,,,0,1,200.15
6660,38.0,22.42,44.75,,,,,,,,0,1,200.15
2637,35.0,22.72,45.75,,,,,,,,0,1,200.67
3916,33.0,22.72,45.73,,,,,,,,0,1,200.67
8556,61.0,21.28,42.6,,,,,,,,0,1,200.78
14730,52.0,23.68,47.32,,,,,,,,0,1,200.87
12188,45.0,22.4,44.27,,,,,,,,0,1,200.88
13708,57.0,24.08,48.02,,,,,,,,0,1,201.23
12491,49.0,23.7,46.48,,,,,,,,0,1,201.32
8662,41.0,22.52,46.5,,,,,,,,0,1,201.37
14400,52.0,23.3,46.72,,,,,,,,0,1,201.43
9943,54.0,22.12,44.15,,,,,,,,0,1,201.5
11195,60.0,22.23,44.33,,,,,,,,0,1,201.57
30113,33.0,24.23,47.12,,,,,,,,0,1,201.83
12335,46.0,22.62,44.9,,,,,,,,0,1,201.88
7031,36.0,22.38,46.15,,,,,,,,0,1,201.95
9905,53.0,23.02,46.53,,,,,,,,0,1,201.98
13850,56.0,23.72,47.2,,,,,,,,0,1,202.0
7014,40.0,23.88,48.43,,,,,,,,0,1,202.03
7626,58.0,22.35,45.2,,,,,,,,0,1,202.1
12186,51.0,23.48,46.12,,,,,,,,0,1,202.35
11806,48.0,23.42,45.72,,,,,,,,0,1,202.6
16233,58.0,22.28,44.5,,,,,,,,0,1,202.62
12018,52.0,23.88,47.32,,,,,,,,0,1,202.98
9468,48.0,22.02,45.88,,,,,,,,0,1,203.05
13798,51.0,22.88,45.15,,,,,,,,0,1,203.13
12026,46.0,23.17,46.13,,,,,,,,0,1,203.33
8842,42.0,21.32,43.02,,,,,,,,0,1,203.53
11784,47.0,24.28,47.65,,,,,,,,0,1,203.62
9970,43.0,22.05,44.05,,,,,,,,0,1,203.65
26909,42.0,24.98,48.27,,,,,,,,0,1,203.78
13539,54.0,23.95,47.17,,,,,,,,0,1,204.02
15219,59.0,23.48,47.22,,,,,,,,0,1,204.28
8932,41.0,23.62,46.33,,,,,,,,0,1,204.45
10970,52.0,23.13,46.05,,,,,,,,0,1,204.45
11562,49.0,24.43,48.68,,,,,,,,0,1,204.45
12187,48.0,22.17,44.53,,,,,,,,0,1,204.78
10967,45.0,22.88,45.38,,,,,,,,0,1,205.18
11021,46.0,22.75,44.52,,,,,,,,0,1,205.23
10966,47.0,22.88,45.7,,,,,,,,0,1,205.55
16458,63.0,23.98,47.9,,,,,,,,0,1,205.63
13415,45.0,23.6,46.97,,,,,,,,0,1,206.05
8168,36.0,21.55,43.13,,,,,,,,0,1,206.33
3002,28.0,19.63,39.13,,,,,,,,0,1,206.42
14725,54.0,25.65,50.3,,,,,,,,0,1,206.45
16308,55.0,25.18,49.13,,,,,,,,0,1,206.62
14575,52.0,24.37,48.45,,,,,,,,0,1,206.7
15114,54.0,23.77,47.32,,,,,,,,0,1,206.83
27492,38.0,23.03,45.5,,,,,,,,0,1,207.2
11974,50.0,23.5,46.63,,,,,,,,0,1,207.23
12230,46.0,23.53,46.8,,,,,,,,0,1,207.25
8428,49.0,21.1,43.0,,,,,,,,0,1,207.43
2173,36.0,20.87,42.43,,,,,,,,0,1,207.68
30319,35.0,26.03,50.8,,,,,,,,0,1,207.73
27764,43.0,27.2,50.88,,,,,,,,0,1,207.93
17893,56.0,25.1,49.2,,,,,,,,0,1,208.03
9807,45.0,22.17,44.98,,,,,,,,0,1,208.03
13402,51.0,24.37,49.1,,,,,,,,0,1,208.03
7078,47.0,22.28,43.87,,,,,,,,0,1,208.07
26112,39.0,25.17,49.17,,,,,,,,0,1,208.13
9733,40.0,23.85,46.85,,,,,,,,0,1,208.15
26673,34.0,25.3,49.15,,,,,,,,0,1,208.22
8666,35.0,23.6,46.65,,,,,,,,0,1,208.22
10114,49.0,22.3,44.02,,,,,,,,0,1,208.23
6288,32.0,21.85,43.73,,,,,,,,0,1,208.42
26564,46.0,23.37,47.17,,,,,,,,0,1,208.67
15697,51.0,23.22,46.25,,,,,,,,0,1,209.02
27747,48.0,26.03,49.77,,,,,,,,0,1,209.25
10260,45.0,23.57,46.15,,,,,,,,0,1,209.63
15331,50.0,23.85,47.8,,,,,,,,0,1,209.7
8486,36.0,21.33,43.1,,,,,,,,0,1,209.8
26054,34.0,27.07,50.8,,,,,,,,0,1,209.82
11599,48.0,24.7,48.98,,,,,,,,0,1,210.03
25938,35.0,26.32,50.27,,,,,,,,0,1,210.07
27756,48.0,25.47,49.63,,,,,,,,0,1,210.1
30315,56.0,25.13,49.77,,,,,,,,0,1,210.13
16593,61.0,24.15,48.5,,,,,,,,0,1,210.93
17358,59.0,24.32,48.35,,,,,,,,0,1,210.98
14025,54.0,24.7,49.48,,,,,,,,0,1,211.07
10044,46.0,25.03,49.82,,,,,,,,0,1,211.18
13377,59.0,24.07,48.17,,,,,,,,0,1,211.18
13520,51.0,24.9,50.22,,,,,,,,0,1,211.67
10853,58.0,23.65,47.58,,,,,,,,0,1,211.77
13105,45.0,23.78,46.97,,,,,,,,0,1,212.1
16938,60.0,22.18,45.08,,,,,,,,0,1,212.3
1727,29.0,21.48,42.62,,,,,,,,0,1,212.38
9050,56.0,21.43,42.65,,,,,,,,0,1,212.43
7218,42.0,22.72,46.68,,,,,,,,0,1,212.75
13029,46.0,25.42,49.88,,,,,,,,0,1,212.92
13340,50.0,24.28,48.3,,,,,,,,0,1,213.38
5027,44.0,21.17,42.0,,,,,,,,0,1,213.47
19161,61.0,25.27,49.88,,,,,,,,0,1,213.6
19557,58.0,25.27,50.17,,,,,,,,0,1,213.83
26355,29.0,25.92,51.43,,,,,,,,0,1,213.95
13097,47.0,22.63,45.37,,,,,,,,0,1,214.07
30233,42.0,25.15,49.32,,,,,,,,0,1,214.15
9969,40.0,22.17,43.88,,,,,,,,0,1,214.4
27357,33.0,25.2,49.32,,,,,,,,0,1,214.42
10234,44.0,22.35,44.65,,,,,,,,0,1,214.45
10122,45.0,24.35,48.28,,,,,,,,0,1,214.5
17418,56.0,25.0,49.32,,,,,,,,0,1,214.68
13607,48.0,25.5,50.77,,,,,,,,0,1,214.7
7687,52.0,22.98,47.48,,,,,,,,0,1,215.08
11136,49.0,23.43,46.72,,,,,,,,0,1,215.13
17095,57.0,23.37,47.87,,,,,,,,0,1,215.37
18976,57.0,24.42,48.65,,,,,,,,0,1,215.47
11075,47.0,23.55,46.78,,,,,,,,0,1,215.6
17043,60.0,24.27,48.07,,,,,,,,0,1,215.72
25792,46.0,23.92,48.0,,,,,,,,0,1,215.9
18199,64.0,25.62,49.95,,,,,,,,0,1,215.98
16141,56.0,22.13,44.5,,,,,,,,0,1,216.17
18432,56.0,24.9,49.83,,,,,,,,0,1,216.28
31989,38.0,25.52,50.15,,,,,,,,0,1,216.38
16158,64.0,24.18,49.73,,,,,,,,0,1,216.48
17305,56.0,24.38,48.42,,,,,,,,0,1,216.58
7202,49.0,23.5,46.62,,,,,,,,0,1,216.75
4957,44.0,21.87,44.13,,,,,,,,0,1,216.82
12469,49.0,25.28,51.05,,,,,,,,0,1,217.35
1519,53.0,21.68,42.78,,,,,,,,0,1,217.35
8949,41.0,24.55,50.62,,,,,,,,0,1,217.37
12540,52.0,24.48,48.67,,,,,,,,0,1,217.45
17247,55.0,25.6,51.22,,,,,,,,0,1,217.85
5395,39.0,25.35,50.67,,,,,,,,0,1,217.9
9333,44.0,23.93,48.05,,,,,,,,0,1,217.92
17242,64.0,25.23,50.05,,,,,,,,0,1,218.1
19483,59.0,24.52,48.25,,,,,,,,0,1,218.25
29943,40.0,25.78,51.05,,,,,,,,0,1,218.88
27667,38.0,26.05,50.68,,,,,,,,0,1,219.68
21018,65.0,25.93,50.85,,,,,,,,0,1,219.77
8227,43.0,22.6,45.88,,,,,,,,0,1,219.98
30402,42.0,26.45,50.73,,,,,,,,0,1,219.98
10555,54.0,23.77,47.68,,,,,,,,0,1,221.02
15286,51.0,24.42,49.42,,,,,,,,0,1,221.42
9049,58.0,23.7,47.98,,,,,,,,0,1,222.53
31711,29.0,25.05,47.1,,,,,,,,0,1,222.65
13151,54.0,24.55,48.95,,,,,,,,0,1,222.68
31596,47.0,27.98,53.42,,,,,,,,0,1,222.88
21621,62.0,26.27,52.48,,,,,,,,0,1,222.98
15497,53.0,24.55,48.88,,,,,,,,0,1,223.3
30756,53.0,27.22,52.52,,,,,,,,0,1,223.73
30960,40.0,27.58,53.68,,,,,,,,0,1,223.77
19182,61.0,26.53,52.77,,,,,,,,0,1,224.37
14767,58.0,23.97,47.93,,,,,,,,0,1,224.38
20361,65.0,27.12,52.8,,,,,,,,0,1,224.45
19621,55.0,25.72,50.95,,,,,,,,0,1,224.57
26676,29.0,26.5,52.15,,,,,,,,0,1,224.65
12066,46.0,26.73,52.98,,,,,,,,0,1,224.68
16970,60.0,24.07,47.68,,,,,,,,0,1,224.9
17498,58.0,24.38,48.08,,,,,,,,0,1,225.07
15778,64.0,26.37,52.52,,,,,,,,0,1,225.17
25843,25.0,22.52,45.77,,,,,,,,0,1,225.25
26161,22.0,30.3,57.83,,,,,,,,0,1,226.02
31456,55.0,26.28,51.68,,,,,,,,0,1,226.4
9548,50.0,22.15,44.27,,,,,,,,0,1,226.43
17310,58.0,26.08,52.12,,,,,,,,0,1,226.65
27980,31.0,26.88,53.25,,,,,,,,0,1,226.68
31561,44.0,27.58,54.38,,,,,,,,0,1,227.2
24596,42.0,27.48,54.08,,,,,,,,0,1,227.55
10684,45.0,27.35,53.93,,,,,,,,0,1,227.6
18508,59.0,25.73,51.98,,,,,,,,0,1,227.82
17966,55.0,25.25,49.92,,,,,,,,0,1,228.38
6300,41.0,24.38,48.52,,,,,,,,0,1,228.58
23042,65.0,26.92,53.73,,,,,,,,0,1,228.8
26767,29.0,29.72,56.55,,,,,,,,0,1,228.82
29463,32.0,30.13,57.67,,,,,,,,0,1,228.87
30861,51.0,27.97,53.37,,,,,,,,0,1,228.95
4927,24.0,22.62,45.6,,,,,,,,0,1,229.42
5350,35.0,22.65,46.42,,,,,,,,0,1,229.6
31220,49.0,27.67,53.83,,,,,,,,0,1,229.75
26449,29.0,27.45,54.35,,,,,,,,0,1,230.2
21337,64.0,26.83,53.8,,,,,,,,0,1,231.0
30525,30.0,28.5,56.35,,,,,,,,0,1,231.13
21725,60.0,25.62,50.85,,,,,,,,0,1,231.78
11460,45.0,22.42,45.27,,,,,,,,0,1,232.07
26562,18.0,28.27,56.22,,,,,,,,0,1,232.28
15880,54.0,25.4,51.2,,,,,,,,0,1,232.75
17435,59.0,25.68,51.45,,,,,,,,0,1,232.9
11400,49.0,25.13,51.4,,,,,,,,0,1,233.05
23205,70.0,26.3,53.3,,,,,,,,0,1,234.1
22130,69.0,27.27,53.7,,,,,,,,0,1,234.35
30631,31.0,28.53,55.85,,,,,,,,0,1,234.43
19651,55.0,26.83,52.87,,,,,,,,0,1,234.45
29691,51.0,29.35,56.52,,,,,,,,0,1,234.62
7645,63.0,30.73,62.3,,,,,,,,0,1,234.78
9977,43.0,25.77,49.88,,,,,,,,0,1,234.93
30175,18.0,29.6,55.62,,,,,,,,0,1,235.07
20494,62.0,27.93,54.83,,,,,,,,0,1,235.62
14853,52.0,25.38,50.55,,,,,,,,0,1,235.65
22074,60.0,26.92,53.88,,,,,,,,0,1,235.83
14509,54.0,25.35,51.13,,,,,,,,0,1,236.2
29124,29.0,25.78,53.17,,,,,,,,0,1,236.2
31718,42.0,25.02,49.22,,,,,,,,0,1,236.27
18660,56.0,25.67,51.47,,,,,,,,0,1,236.33
20523,61.0,27.77,55.17,,,,,,,,0,1,236.73
21755,61.0,26.82,53.97,,,,,,,,0,1,236.83
25619,40.0,29.0,56.72,,,,,,,,0,1,236.83
31929,22.0,28.17,53.32,,,,,,,,0,1,237.33
25612,56.0,29.4,57.17,,,,,,,,0,1,237.4
30102,49.0,27.5,54.68,,,,,,,,0,1,237.57
27399,37.0,29.18,55.88,,,,,,,,0,1,237.73
22466,62.0,27.67,55.6,,,,,,,,0,1,237.78
25915,35.0,28.17,55.63,,,,,,,,0,1,238.42
8869,42.0,24.82,50.85,,,,,,,,0,1,238.48
27153,57.0,28.98,56.67,,,,,,,,0,1,238.6
18826,61.0,27.47,54.25,,,,,,,,0,1,238.67
26930,42.0,27.58,54.38,,,,,,,,0,1,238.72
27779,40.0,28.27,55.32,,,,,,,,0,1,238.78
30625,38.0,29.63,57.45,,,,,,,,0,1,238.97
20875,64.0,27.58,54.4,,,,,,,,0,1,239.18
23443,66.0,27.42,55.42,,,,,,,,0,1,239.52
24715,46.0,29.18,56.15,,,,,,,,0,1,239.58
6205,42.0,24.62,49.2,,,,,,,,0,1,239.72
22482,73.0,28.07,56.2,,,,,,,,0,1,239.93
23283,66.0,25.95,53.05,,,,,,,,0,1,240.33
21671,60.0,27.77,56.05,,,,,,,,0,1,240.6
9603,42.0,23.63,47.82,,,,,,,,0,1,241.08
14983,50.0,27.63,55.0,,,,,,,,0,1,242.4
24047,70.0,28.17,56.22,,,,,,,,0,1,242.92
17560,56.0,28.22,57.92,,,,,,,,0,1,243.13
21420,60.0,26.2,51.85,,,,,,,,0,1,243.62
31048,43.0,31.02,60.12,,,,,,,,0,1,243.72
22730,64.0,26.82,53.32,,,,,,,,0,1,244.05
30186,32.0,28.35,54.62,,,,,,,,0,1,244.18
30561,54.0,28.17,55.87,,,,,,,,0,1,245.48
15858,64.0,25.92,52.58,,,,,,,,0,1,245.52
29465,36.0,24.77,48.25,,,,,,,,0,1,246.07
31925,26.0,31.83,62.28,,,,,,,,0,1,246.17
13757,58.0,28.77,58.0,,,,,,,,0,1,246.9
4905,39.0,28.07,56.07,,,,,,,,0,1,247.23
10840,59.0,24.88,50.67,,,,,,,,0,1,247.35
P130,45.0,30.37,57.67,,,,,,,,0,1,247.88
14239,50.0,25.98,51.58,,,,,,,,0,1,248.08
23103,65.0,28.15,56.65,,,,,,,,0,1,248.42
27314,43.0,27.53,53.7,,,,,,,,0,1,248.53
13047,55.0,26.73,53.62,,,,,,,,0,1,248.72
22449,63.0,26.27,52.08,,,,,,,,0,1,248.75
30858,54.0,30.05,60.32,,,,,,,,0,1,249.0
31585,52.0,29.02,57.17,,,,,,,,0,1,250.07
32041,42.0,29.83,57.83,,,,,,,,0,1,250.18
5542,23.0,28.98,59.52,,,,,,,,0,1,250.33
2549,34.0,21.97,45.53,,,,,,,,0,1,250.42
26445,36.0,32.77,65.18,,,,,,,,0,1,250.67
8434,53.0,17.23,35.55,,,,,,,,0,1,251.02
27131,25.0,31.1,59.28,,,,,,,,0,1,251.68
27008,45.0,28.7,56.55,,,,,,,,0,1,251.78
