bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
6393,52,84.83,14.15,-0.15,184.57
2886,31,80.43,14.92,-0.12,184.58
5964,38,86.73,13.84,-0.2,184.58
5827,45,86.73,13.84,0.0,184.6
11377,47,86.38,13.89,0.41,184.6
8969,49,86.08,13.94,-0.4,184.6
5919,32,84.98,14.12,0.1,184.63
7142,43,86.58,13.86,-0.28,184.63
5892,22,83.2,14.42,-0.77,184.65
4324,37,83.75,14.33,-0.23,184.65
4961,30,82.07,14.62,-0.2,184.65
4978,35,84.38,14.22,-0.4,184.65
5633,35,84.05,14.28,-0.22,184.65
3199,53,82.92,14.47,-0.71,184.67
5761,27,85.12,14.1,-0.33,184.67
7092,36,83.77,14.32,-0.17,184.67
4529,50,85.17,14.09,-0.48,184.68
7445,44,84.6,14.18,-0.27,184.68
13203,25,86.13,13.93,0.05,184.68
11596,51,88.5,13.56,0.19,184.68
9073,43,84.83,14.15,-0.38,184.68
2424,32,72.68,16.51,-0.42,184.7
9894,39,87.58,13.7,0.59,184.7
9157,52,87.37,13.73,-0.55,184.72
15371,27,86.78,13.83,0.05,184.72
4819,39,85.93,13.96,-0.18,184.72
5192,32,84.82,14.15,-0.02,184.73
7071,29,84.82,14.15,-0.18,184.73
9815,29,85.03,14.11,-0.07,184.73
5433,44,84.92,14.13,-0.09,184.73
6096,55,84.18,14.26,-0.58,184.73
6361,38,84.92,14.13,-0.09,184.75
8916,48,86.05,13.95,-0.18,184.75
2493,23,80.48,14.91,-0.1,184.75
9470,53,87.73,13.68,-1.32,184.75
11274,60,87.52,13.71,0.2,184.77
10446,49,85.93,13.96,-0.04,184.77
11140,25,86.75,13.83,-0.07,184.77
6313,50,83.77,14.32,-0.41,184.78
10105,54,87.07,13.78,0.38,184.78
9620,45,85.0,14.12,-0.36,184.78
6395,43,84.97,14.12,-0.15,184.8
10050,41,84.77,14.16,0.46,184.8
3587,37,87.82,13.66,0.17,184.8
4694,42,85.68,14.01,-0.22,184.82
8220,36,85.62,14.02,-1.0,184.82
7336,48,85.85,13.98,-0.06,184.82
6649,36,83.7,14.34,-0.01,184.82
11640,52,84.48,14.2,-0.6,184.83
10558,50,83.12,14.44,-0.34,184.83
8905,54,83.9,14.3,-0.75,184.83
4913,47,84.98,14.12,-0.34,184.85
9384,59,84.07,14.27,-0.51,184.85
8079,44,83.97,14.29,-0.36,184.85
9450,50,84.75,14.16,-0.37,184.87
11895,45,86.85,13.82,0.56,184.87
9596,40,87.32,13.74,0.4,184.87
9568,49,88.78,13.52,0.82,184.87
5104,30,83.73,14.33,-0.31,184.87
5988,51,85.32,14.06,-0.38,184.87
7389,56,86.9,13.81,-0.24,184.87
6285,35,84.27,14.24,-0.29,184.88
6036,54,85.27,14.07,-0.21,184.88
5373,47,84.35,14.23,-0.62,184.9
7047,27,85.07,14.11,0.04,184.9
2084,23,80.03,14.99,-2.0,184.9
7033,62,86.83,13.82,-0.39,184.9
5983,30,87.88,13.65,0.29,184.92
9950,26,87.73,13.68,0.19,184.92
5949,40,88.97,13.49,0.0,184.92
13044,46,88.27,13.59,0.3,184.92
8830,48,85.0,14.12,-0.36,184.92
1244,40,85.45,14.04,-0.03,184.92
8590,34,86.13,13.93,-0.26,184.92
8317,39,84.78,14.15,-0.53,184.93
2864,31,84.3,14.23,-0.07,184.93
8107,40,87.08,13.78,-1.96,184.93
8789,40,88.92,13.5,0.09,184.95
30300,34,88.58,13.55,0.32,184.95
7294,36,84.0,14.29,-0.32,184.97
9306,44,84.95,14.13,-0.1,184.97
7232,34,84.97,14.12,0.24,184.97
8867,45,85.3,14.07,-0.16,184.97
4766,27,82.7,14.51,-0.04,184.97
8599,41,84.72,14.16,0.05,184.97
5025,45,86.0,13.95,-0.16,184.97
6741,40,85.25,14.08,-0.42,184.98
6550,52,85.1,14.1,-0.23,185.0
9060,41,85.13,14.1,-0.12,185.0
9325,41,84.33,14.23,0.68,185.0
5233,41,84.4,14.22,0.03,185.0
7248,44,86.05,13.95,-0.45,185.0
7474,40,86.68,13.84,-0.02,185.02
9922,45,85.3,14.07,-0.24,185.02
4012,29,77.92,15.4,-0.58,185.02
1609,36,85.72,14.0,0.12,185.03
7151,44,85.7,14.0,-0.04,185.05
12094,54,86.3,13.9,-0.16,185.07
8503,37,85.98,13.96,-0.01,185.07
5647,42,84.92,14.13,-0.09,185.07
9813,45,85.13,14.1,-0.18,185.08
9297,46,87.42,13.73,-0.13,185.08
6368,32,83.7,14.34,-1.23,185.1
8475,42,84.53,14.2,-0.34,185.1
5685,40,82.67,14.52,-0.6,185.12
5474,36,84.87,14.14,-0.71,185.12
9930,43,85.57,14.02,0.24,185.12
6780,43,83.87,14.31,-0.24,185.13
6074,44,86.07,13.94,-0.44,185.13
9643,40,83.33,14.4,-0.44,185.15
5140,32,87.23,13.76,0.01,185.15
7367,35,83.78,14.32,-0.45,185.15
4670,35,85.45,14.04,-2.68,185.15
760,25,83.75,14.33,-0.29,185.17
5157,39,84.57,14.19,-0.41,185.17
5372,31,84.82,14.15,0.09,185.17
4793,40,84.23,14.25,-0.4,185.17
8786,40,84.17,14.26,-0.25,185.17
8271,43,87.43,13.73,-0.11,185.17
4074,43,84.95,14.13,0.03,185.18
8833,44,84.98,14.12,-0.26,185.18
10889,32,86.87,13.81,0.2,185.2
11663,49,85.5,14.04,0.35,185.2
7311,56,85.03,14.11,-0.04,185.2
4104,23,81.03,14.81,-0.12,185.2
7314,43,86.27,13.91,-0.36,185.22
3162,27,82.38,14.57,-0.91,185.22
4231,42,85.4,14.05,-0.23,185.22
5000,33,85.6,14.02,-0.5,185.22
4800,51,86.9,13.81,-0.19,185.22
5958,39,81.78,14.67,-0.87,185.23
4060,28,83.95,14.29,0.65,185.23
11196,46,88.23,13.6,-0.0,185.23
1908,43,83.62,14.35,-0.45,185.23
9737,49,88.62,13.54,-0.32,185.23
4245,35,84.43,14.21,-0.32,185.25
4131,43,86.9,13.81,-0.12,185.25
2321,39,83.82,14.32,-0.42,185.27
4893,45,85.03,14.11,-1.01,185.27
9322,57,85.35,14.06,-0.14,185.27
5056,40,88.5,13.56,-0.11,185.27
6443,32,85.13,14.1,-0.62,185.28
9755,43,85.28,14.07,0.14,185.28
6341,39,85.17,14.09,-0.48,185.28
8231,59,87.78,13.67,-0.1,185.3
7081,47,86.35,13.9,-0.33,185.3
29256,36,87.07,13.78,-0.74,185.3
8255,35,86.47,13.88,-0.19,185.32
9364,39,84.9,14.13,-0.93,185.32
6513,43,86.0,13.95,-0.2,185.32
8929,49,85.48,14.04,-0.14,185.33
9055,47,84.45,14.21,0.29,185.33
6975,36,86.98,13.8,-0.16,185.35
6439,36,85.6,14.02,0.08,185.35
8260,48,85.6,14.02,-0.23,185.35
10178,40,85.47,14.04,-0.5,185.37
9370,58,86.83,13.82,-0.34,185.37
10004,51,86.9,13.81,0.54,185.37
10271,51,85.82,13.98,-0.05,185.38
3922,47,84.08,14.27,-0.44,185.38
5266,27,86.77,13.83,-0.35,185.4
11065,54,86.1,13.94,-0.27,185.4
6675,49,84.6,14.18,-0.58,185.4
3863,26,86.83,13.82,-0.0,185.4
1116,31,78.27,15.33,0.25,185.4
9684,48,88.35,13.58,0.43,185.4
7148,45,86.45,13.88,-0.06,185.4
6818,44,85.72,14.0,-0.25,185.42
7105,43,87.43,13.73,0.01,185.42
9316,39,84.83,14.15,0.09,185.42
3274,24,81.43,14.74,0.01,185.43
6831,43,89.77,13.37,-0.04,185.43
5114,24,84.37,14.22,-0.88,185.45
10115,47,84.47,14.21,-0.48,185.47
6595,29,84.1,14.27,-0.63,185.47
10682,27,90.0,13.33,0.0,185.47
1291,33,81.43,14.74,-0.58,185.48
17597,35,88.22,13.6,0.4,185.48
3708,52,88.45,13.57,0.55,185.48
3849,40,85.28,14.07,0.41,185.48
4673,45,84.18,14.26,-0.58,185.48
2862,20,81.83,14.66,-0.49,185.48
3001,28,83.53,14.37,0.12,185.5
5909,34,85.22,14.08,-0.15,185.5
4611,39,85.9,13.97,0.16,185.5
7034,38,87.42,13.73,-0.3,185.5
6851,34,86.68,13.84,-0.25,185.52
7114,33,86.83,13.82,-0.3,185.52
6835,47,85.03,14.11,-0.27,185.52
10062,33,88.43,13.57,0.27,185.52
27767,23,87.27,13.75,1.02,185.52
9927,49,88.6,13.54,-0.33,185.52
10599,49,86.38,13.89,-0.01,185.52
8629,37,88.13,13.62,0.65,185.53
29458,26,77.35,15.51,-1.11,185.55
4341,21,85.8,13.99,-0.12,185.55
6004,42,85.4,14.05,-0.36,185.55
4952,29,80.32,14.94,-0.56,185.55
10141,29,85.07,14.11,-0.4,185.58
7659,60,88.4,13.57,0.35,185.58
14560,24,86.87,13.81,0.56,185.58
9102,42,85.05,14.11,0.1,185.58
2752,48,81.92,14.65,-0.28,185.58
4122,40,86.22,13.92,-0.07,185.6
3105,29,79.83,15.03,-0.04,185.6
5205,50,85.28,14.07,-0.41,185.6
6258,38,84.42,14.21,-0.54,185.6
10468,47,88.03,13.63,0.04,185.6
3780,52,86.13,13.93,-0.34,185.62
4836,32,84.67,14.17,0.04,185.62
8081,59,85.38,14.05,-0.05,185.62
4621,43,87.63,13.69,-0.37,185.62
7172,46,85.2,14.08,-0.52,185.62
6676,39,85.63,14.01,0.23,185.62
10071,35,88.12,13.62,-0.02,185.62
7408,43,87.22,13.76,0.33,185.62
14348,39,87.65,13.69,0.02,185.62
5412,39,84.42,14.21,-0.15,185.63
4787,48,89.03,13.48,0.39,185.65
7610,56,85.92,13.97,-0.22,185.65
9474,41,86.68,13.84,1.32,185.65
5189,37,85.72,14.0,0.05,185.65
9499,47,85.45,14.04,-0.14,185.65
9567,45,83.52,14.37,-0.42,185.65
5152,55,84.0,14.29,-0.13,185.67
5462,37,86.67,13.85,-0.57,185.67
7386,21,82.98,14.46,0.07,185.67
9383,57,85.42,14.05,-0.26,185.68
7496,49,84.68,14.17,-0.38,185.68
2623,39,82.97,14.46,-0.57,185.68
2686,29,81.55,14.71,0.58,185.68
10324,46,87.53,13.71,-0.04,185.7
3800,29,84.5,14.2,-0.09,185.7
4071,28,86.77,13.83,-1.09,185.72
5248,40,83.58,14.36,-0.22,185.72
11885,31,88.45,13.57,0.21,185.72
8972,40,84.63,14.18,0.25,185.72
10874,24,87.97,13.64,-0.31,185.72
10799,54,85.57,14.02,0.19,185.73
8292,49,86.62,13.85,-0.36,185.73
6408,35,86.87,13.81,0.12,185.73
8075,44,87.43,13.73,0.42,185.75
8236,42,87.7,13.68,0.11,185.77
6738,55,86.93,13.8,-0.1,185.77
10106,53,87.05,13.79,0.02,185.77
10561,42,85.12,14.1,0.09,185.77
8872,51,87.22,13.76,-0.44,185.78
10076,42,88.05,13.63,-0.28,185.78
6759,30,82.47,14.55,0.08,185.78
10269,46,87.95,13.64,0.56,185.78
8944,48,85.73,14.0,-0.38,185.78
8076,37,85.0,14.12,-0.19,185.8
9105,46,84.75,14.16,0.06,185.8
10530,54,85.85,13.98,-0.26,185.8
12853,26,87.38,13.73,0.51,185.8
9308,40,86.22,13.92,-0.53,185.8
10185,49,86.7,13.84,-0.01,185.82
10146,25,87.53,13.71,0.61,185.82
4030,31,84.82,14.15,-0.34,185.82
10288,57,86.17,13.93,-0.2,185.82
4847,44,83.98,14.29,-0.25,185.83
10328,26,85.25,14.08,-0.01,185.83
9043,47,86.0,13.95,0.11,185.83
8332,48,87.17,13.77,0.03,185.85
8024,40,84.12,14.27,-0.38,185.85
7054,51,87.33,13.74,-0.91,185.85
6233,27,85.5,14.04,0.09,185.87
12263,27,89.08,13.47,0.58,185.88
3974,38,89.1,13.47,-0.86,185.9
2272,37,86.28,13.91,-0.43,185.9
9928,48,86.57,13.86,-0.3,185.9
8031,52,83.5,14.37,-1.08,185.9
6431,39,86.28,13.91,-0.22,185.92
5693,41,83.77,14.32,0.43,185.92
9457,41,88.23,13.6,-0.26,185.92
10613,47,84.35,14.23,-0.13,185.92
9147,44,87.05,13.79,0.14,185.92
6727,51,81.97,14.64,-1.67,185.93
11219,27,87.73,13.68,-0.1,185.93
8064,49,84.52,14.2,-0.74,185.93
8542,39,84.37,14.22,-1.26,185.93
4146,37,83.48,14.37,-0.3,185.93
12658,27,86.95,13.8,-0.37,185.93
6125,48,84.4,14.22,-0.51,185.93
6169,41,85.37,14.06,-0.04,185.93
8744,42,87.17,13.77,-0.24,185.93
9234,49,86.68,13.84,-0.22,185.95
11304,31,85.32,14.06,-0.03,185.95
10051,50,84.5,14.2,-0.23,185.95
12254,34,84.93,14.13,-1.61,185.95
7026,30,83.88,14.31,-0.14,185.95
8888,40,84.38,14.22,-0.34,185.97
9237,28,85.82,13.98,0.16,185.97
6237,60,86.17,13.93,-0.09,185.97
10203,41,86.78,13.83,0.05,185.97
10068,44,88.43,13.57,0.42,185.97
6180,26,82.22,14.59,-0.19,185.97
9069,43,87.45,13.72,0.06,185.98
3014,31,84.8,14.15,-0.27,185.98
3457,33,86.95,13.8,0.16,186.0
3328,49,86.75,13.83,0.29,186.0
7413,29,87.88,13.65,-0.09,186.0
7468,41,86.77,13.83,-0.46,186.0
5664,39,85.97,13.96,-0.24,186.0
9415,30,87.45,13.72,-0.64,186.0
9857,50,83.1,14.44,-1.76,186.02
7024,42,84.73,14.16,-0.26,186.02
6721,39,83.65,14.35,0.18,186.03
3972,27,82.57,14.53,-0.37,186.03
5062,38,86.45,13.88,-0.24,186.03
12146,22,91.02,13.18,1.27,186.05
12781,27,86.45,13.88,-0.01,186.05
5037,57,85.62,14.02,-0.41,186.05
4101,46,85.92,13.97,0.06,186.05
2353,21,81.43,14.74,-0.5,186.05
2123,34,82.08,14.62,-0.42,186.05
8946,50,88.93,13.49,0.48,186.07
9975,40,86.85,13.82,-0.55,186.07
2473,31,83.3,14.41,-0.23,186.08
14215,31,87.52,13.71,0.82,186.08
6308,47,85.7,14.0,-0.63,186.08
8318,37,87.08,13.78,0.17,186.08
6149,42,87.55,13.71,-0.06,186.08
12744,26,88.65,13.54,0.42,186.1
8343,40,84.23,14.25,-0.56,186.1
16613,58,86.52,13.87,-0.6,186.1
4364,50,83.45,14.38,-0.7,186.1
10738,58,86.35,13.9,-0.33,186.1
7327,52,83.93,14.3,-0.27,186.1
1849,32,83.05,14.45,-0.65,186.12
2425,41,87.57,13.7,-0.07,186.12
4495,28,86.33,13.9,-0.31,186.12
6042,38,84.53,14.2,-0.5,186.12
7176,41,84.33,14.23,-0.23,186.13
6519,39,84.7,14.17,-0.28,186.13
7449,43,86.85,13.82,0.14,186.13
10008,42,84.48,14.2,-0.33,186.13
2577,24,84.72,14.16,-2.0,186.15
10441,49,86.07,13.94,0.57,186.15
9181,42,86.92,13.81,0.05,186.17
1815,29,83.62,14.35,-1.59,186.17
4145,49,84.02,14.28,-0.13,186.17
3209,29,85.35,14.06,-0.07,186.18
5156,39,85.18,14.09,-1.23,186.18
11713,28,86.07,13.94,-0.44,186.2
8163,52,88.85,13.51,-0.01,186.2
6407,42,86.93,13.8,0.59,186.22
9677,32,89.82,13.36,-0.05,186.23
9435,47,87.1,13.78,-0.22,186.23
5282,58,85.9,13.97,-0.07,186.23
9009,49,87.0,13.79,-0.34,186.25
4394,29,86.92,13.81,-1.21,186.25
8415,41,85.13,14.1,-0.11,186.25
5882,34,85.53,14.03,-0.11,186.27
9551,46,88.6,13.54,0.38,186.27
4354,28,83.3,14.41,-1.64,186.27
9921,47,86.25,13.91,-0.1,186.28
9430,40,86.43,13.88,-0.3,186.28
11339,47,86.52,13.87,-0.32,186.28
13348,26,85.5,14.04,-0.32,186.28
10490,51,86.68,13.84,-0.06,186.32
2926,34,84.45,14.21,-0.5,186.32
8952,47,84.17,14.26,-0.17,186.33
8793,47,85.15,14.09,-0.05,186.33
10200,45,85.28,14.07,0.8,186.33
9531,59,85.48,14.04,-0.45,186.33
7067,45,85.03,14.11,0.01,186.33
10126,28,86.65,13.85,-0.63,186.33
12140,23,87.63,13.69,0.3,186.33
9113,47,83.5,14.37,-1.11,186.35
8169,46,85.33,14.06,-0.23,186.35
4770,52,86.1,13.94,-0.27,186.35
9255,45,85.88,13.97,0.02,186.35
5659,56,84.55,14.19,-0.38,186.37
3745,30,81.52,14.72,0.18,186.37
5617,38,85.17,14.09,-0.23,186.37
9469,34,87.52,13.71,0.2,186.37
11129,45,87.87,13.66,0.15,186.37
10315,26,87.95,13.64,0.31,186.38
5596,57,85.93,13.96,-0.42,186.38
10439,27,86.07,13.94,-0.55,186.38
7346,41,84.08,14.27,-0.33,186.4
8357,46,86.1,13.94,-0.35,186.4
6367,29,85.15,14.09,-0.33,186.42
10979,46,87.58,13.7,-0.1,186.42
9581,44,88.25,13.6,-0.09,186.42
8230,38,86.05,13.95,-0.6,186.42
3608,39,86.78,13.83,-1.36,186.42
6907,25,84.7,14.17,0.32,186.42
7138,38,86.78,13.83,-1.36,186.42
5641,33,82.12,14.61,-0.18,186.43
15518,29,88.82,13.51,0.31,186.43
5312,41,85.08,14.1,0.02,186.43
10274,36,88.05,13.63,0.25,186.45
10224,48,87.68,13.69,0.09,186.45
9981,60,87.9,13.65,0.37,186.47
3078,33,79.95,15.01,-0.52,186.47
6179,29,81.25,14.77,0.1,186.48
1122,33,85.9,13.97,-0.58,186.48
14069,27,86.32,13.9,-0.11,186.48
3223,36,84.57,14.19,-0.48,186.48
4184,59,84.32,14.23,0.06,186.48
8622,41,87.93,13.65,-1.59,186.5
6798,48,83.98,14.29,-0.25,186.5
8316,40,86.75,13.83,-0.59,186.5
12091,26,87.07,13.78,0.07,186.52
27393,38,89.18,13.46,0.43,186.52
26946,26,87.68,13.69,0.17,186.52
2386,49,86.15,13.93,-0.61,186.52
9389,27,84.88,14.14,-0.41,186.53
6906,45,83.83,14.31,-0.27,186.53
8300,36,83.78,14.32,0.06,186.53
4049,52,86.72,13.84,-0.52,186.53
9188,45,85.68,14.01,-0.33,186.53
25403,23,83.83,14.31,0.08,186.53
5072,26,84.13,14.26,-0.23,186.55
12719,55,87.25,13.75,0.66,186.55
7055,41,85.03,14.11,-0.63,186.55
9416,50,87.23,13.76,-0.0,186.55
6694,40,84.82,14.15,0.21,186.55
9094,60,88.08,13.62,0.26,186.55
6891,50,85.6,14.02,-0.34,186.57
13172,35,87.9,13.65,0.42,186.57
29808,27,90.2,13.3,0.12,186.57
10579,46,85.97,13.96,0.19,186.58
5459,42,85.63,14.01,-0.66,186.58
6150,58,87.03,13.79,-0.08,186.58
3760,31,86.67,13.85,-0.59,186.58
9628,43,85.42,14.05,-0.29,186.6
11584,37,88.03,13.63,0.5,186.6
9732,46,88.65,13.54,0.24,186.62
10601,51,88.73,13.52,0.0,186.62
10198,47,87.67,13.69,0.25,186.62
4683,46,86.72,13.84,-1.32,186.62
6561,43,87.15,13.77,-0.37,186.63
6384,45,87.82,13.66,-0.28,186.63
11434,30,86.13,13.93,-0.35,186.65
13948,65,89.35,13.43,0.25,186.65
8417,27,84.35,14.23,-0.1,186.65
9663,48,85.87,13.97,-0.73,186.67
9590,43,88.33,13.59,-0.1,186.67
8778,46,87.53,13.71,-0.22,186.67
10604,47,86.68,13.84,-0.29,186.68
8490,46,87.0,13.79,-0.51,186.68
14095,36,88.53,13.55,-0.15,186.68
9235,43,87.22,13.76,-0.05,186.68
6534,32,86.92,13.81,0.09,186.7
10000,28,83.4,14.39,-0.61,186.7
8937,47,85.9,13.97,-0.92,186.7
6763,43,85.62,14.02,-0.91,186.72
6904,36,84.43,14.21,-0.27,186.72
5674,45,82.52,14.54,-0.31,186.73
5801,35,84.07,14.27,-1.0,186.73
9835,52,90.38,13.28,0.21,186.73
8734,48,87.0,13.79,-0.23,186.73
9958,28,85.73,14.0,-0.77,186.73
8167,44,85.12,14.1,-0.03,186.75
9727,35,86.43,13.88,-0.31,186.75
10974,25,89.55,13.4,-0.09,186.75
2136,43,81.27,14.77,-0.28,186.75
10829,47,87.02,13.79,0.31,186.75
8692,36,85.08,14.1,-0.75,186.78
3513,30,86.83,13.82,0.17,186.78
9324,44,87.9,13.65,-0.31,186.78
9633,27,86.28,13.91,0.26,186.8
9042,40,85.62,14.02,0.02,186.8
7411,41,87.95,13.64,0.13,186.82
7351,45,87.27,13.75,-0.42,186.82
8101,35,88.73,13.52,-0.33,186.82
6255,48,86.53,13.87,-0.35,186.82
26665,20,91.48,13.12,-0.16,186.82
5427,42,88.07,13.63,0.1,186.83
8682,37,80.72,14.87,-2.21,186.83
7459,44,90.08,13.32,-0.04,186.83
7364,46,87.18,13.76,-0.02,186.85
8302,45,85.57,14.02,-0.51,186.85
17328,29,89.82,13.36,0.05,186.85
8248,36,86.3,13.9,-0.66,186.85
9630,30,88.2,13.61,-0.05,186.85
12606,27,88.22,13.6,0.17,186.85
9623,53,88.05,13.63,0.55,186.85
8441,35,88.12,13.62,0.67,186.87
10808,62,83.7,14.34,-0.79,186.87
10821,52,86.53,13.87,-0.58,186.87
4879,31,87.67,13.69,-0.61,186.88
11407,31,89.58,13.4,0.44,186.88
11376,51,89.58,13.4,0.29,186.88
5706,36,86.05,13.95,-0.32,186.9
8392,25,86.2,13.92,-0.85,186.9
6793,32,87.47,13.72,0.1,186.92
8907,45,85.47,14.04,-0.19,186.92
10556,46,86.67,13.85,-0.27,186.92
6016,35,75.22,15.95,-0.47,186.92
9956,40,83.27,14.41,-0.8,186.93
2852,31,83.33,14.4,-0.51,186.93
4493,43,86.87,13.81,-0.16,186.93
5792,50,84.62,14.18,-0.23,186.93
6454,45,85.62,14.02,-0.26,186.93
4271,40,86.32,13.9,0.05,186.93
8676,48,87.28,13.75,-0.27,186.93
1271,48,84.97,14.12,-0.04,186.93
5331,42,82.87,14.48,-1.26,186.95
6980,47,82.85,14.48,-0.09,186.95
8956,40,86.85,13.82,-0.56,186.95
9949,26,86.77,13.83,-0.3,186.97
5933,18,82.95,14.47,0.49,186.97
3087,39,84.27,14.24,-0.59,186.97
4111,40,89.18,13.46,-0.35,186.97
8781,52,80.53,14.9,-0.63,186.98
8215,56,85.45,14.04,0.07,186.98
4387,40,83.55,14.36,-1.06,186.98
10409,48,85.43,14.05,0.17,186.98
2347,23,86.13,13.93,-2.12,186.98
6629,38,87.92,13.65,-0.03,187.0
11435,29,89.5,13.41,0.59,187.0
5471,27,82.17,14.6,-0.73,187.0
10245,27,86.65,13.85,-0.1,187.0
7193,39,83.38,14.39,-0.42,187.02
3742,35,83.98,14.29,-0.34,187.02
6392,34,83.07,14.45,0.37,187.02
5652,36,83.83,14.31,-0.59,187.02
8504,38,86.87,13.81,0.41,187.03
9896,28,85.75,13.99,-0.49,187.03
6952,66,87.57,13.7,-0.88,187.03
11282,24,89.22,13.45,0.08,187.05
6925,58,84.28,14.24,-0.3,187.05
9080,47,88.13,13.62,0.16,187.05
6423,36,86.05,13.95,-0.55,187.05
10634,50,86.47,13.88,-0.05,187.08
5807,44,87.77,13.67,-0.5,187.08
9122,43,87.5,13.71,0.07,187.08
12246,35,87.27,13.75,0.07,187.1
7166,29,84.18,14.26,-0.02,187.1
9879,29,88.33,13.59,0.15,187.1
3260,29,83.43,14.38,-0.36,187.1
4210,23,80.68,14.87,-0.3,187.1
5961,51,88.65,13.54,-0.16,187.1
4123,38,83.43,14.38,0.17,187.1
10983,31,87.28,13.75,-0.09,187.1
8295,41,87.68,13.69,-0.59,187.1
8526,39,85.88,13.97,0.17,187.12
6155,33,84.78,14.15,-0.18,187.12
11963,61,87.95,13.64,-0.73,187.12
8625,35,86.2,13.92,0.05,187.12
8635,38,83.27,14.41,-1.17,187.12
13698,54,87.02,13.79,-0.67,187.13
8814,42,89.15,13.46,-0.14,187.13
9134,51,85.48,14.04,-0.3,187.13
9966,53,87.77,13.67,0.0,187.15
12424,30,89.9,13.35,0.33,187.15
8938,34,85.25,14.08,-0.26,187.15
5110,38,84.62,14.18,-0.42,187.15
4510,34,87.02,13.79,-0.79,187.17
3740,35,84.25,14.24,-0.06,187.17
3646,34,84.25,14.24,-0.03,187.17
5188,42,85.63,14.01,-0.08,187.17
8136,45,86.88,13.81,-0.83,187.17
11750,51,88.03,13.63,-0.08,187.17
9982,53,87.62,13.7,0.01,187.17
9433,34,89.1,13.47,0.52,187.17
5632,35,82.62,14.52,-0.94,187.17
8052,42,86.3,13.9,-0.63,187.18
3577,41,86.08,13.94,-1.07,187.18
9456,48,87.95,13.64,0.13,187.18
6899,40,84.32,14.23,-0.3,187.18
10531,50,85.18,14.09,-0.05,187.2
4588,48,81.88,14.66,-0.37,187.22
9368,47,85.4,14.05,-1.56,187.22
8053,42,84.07,14.27,-0.59,187.22
5479,49,86.17,13.93,-0.17,187.23
7020,37,85.85,13.98,-0.18,187.23
11137,45,88.03,13.63,0.09,187.25
31954,42,88.5,13.56,0.07,187.25
9882,40,87.6,13.7,-0.15,187.25
5327,26,88.18,13.61,-0.08,187.25
1576,50,81.4,14.74,-1.02,187.25
8176,38,85.17,14.09,-0.23,187.25
5541,32,86.1,13.94,-0.3,187.27
11903,42,89.3,13.44,0.46,187.28
13226,46,88.5,13.56,0.29,187.28
10627,46,88.85,13.51,-0.76,187.28
9427,41,87.12,13.77,-0.18,187.28
8829,47,85.1,14.1,-0.31,187.28
6200,47,87.75,13.68,0.13,187.3
12415,30,87.5,13.71,0.16,187.3
5220,21,84.13,14.26,0.43,187.3
5912,44,79.87,15.02,-0.2,187.3
12214,56,90.02,13.33,-0.35,187.32
8029,39,86.07,13.94,-1.52,187.35
8623,40,85.78,13.99,0.1,187.35
8591,52,84.9,14.13,-0.15,187.35
11003,26,87.63,13.69,-0.11,187.35
9562,31,88.73,13.52,-0.22,187.37
3149,40,89.2,13.45,-0.33,187.37
12381,27,87.58,13.7,-0.21,187.37
5403,35,87.02,13.79,0.01,187.38
8122,41,83.9,14.3,-0.48,187.38
6446,51,87.0,13.79,-0.18,187.38
6019,32,84.97,14.12,0.08,187.38
4592,26,88.82,13.51,-0.82,187.38
5272,31,87.93,13.65,0.19,187.38
5870,25,83.45,14.38,0.15,187.38
8641,52,86.67,13.85,-0.16,187.4
17577,26,86.63,13.85,0.07,187.4
7045,45,85.72,14.0,-0.65,187.4
6731,38,89.4,13.42,-0.03,187.42
10582,35,90.13,13.31,0.33,187.42
12005,49,87.17,13.77,0.6,187.42
9052,41,88.92,13.5,-0.36,187.42
8516,43,86.28,13.91,-0.05,187.42
5068,39,83.75,14.33,-1.25,187.42
4314,53,86.25,13.91,-0.68,187.42
4776,46,88.08,13.62,-0.02,187.42
5793,45,86.2,13.92,-0.34,187.43
7604,47,86.25,13.91,-0.52,187.43
13523,27,92.22,13.01,0.02,187.43
8541,38,85.75,13.99,-0.52,187.43
6224,42,84.45,14.21,-0.25,187.45
4069,31,83.78,14.32,0.18,187.45
8517,41,84.45,14.21,-0.85,187.45
9296,46,86.72,13.84,-0.14,187.45
3851,35,87.5,13.71,0.11,187.45
5960,57,85.52,14.03,-0.14,187.47
8488,35,88.9,13.5,0.83,187.47
5985,23,82.12,14.61,0.02,187.47
10474,46,88.18,13.61,-0.66,187.47
6056,38,86.77,13.83,-0.27,187.48
9363,35,87.22,13.76,-0.05,187.48
7431,41,88.72,13.53,-0.32,187.48
11406,57,89.57,13.4,0.11,187.48
7041,47,87.6,13.7,-0.46,187.48
9355,42,87.4,13.73,-0.27,187.48
6268,40,83.9,14.3,-0.15,187.48
6582,33,85.27,14.07,-0.16,187.5
6580,38,82.68,14.51,-0.23,187.5
7209,36,87.73,13.68,-0.91,187.5
9434,29,85.87,13.97,-0.28,187.52
6626,40,85.7,14.0,-0.09,187.52
7371,44,86.22,13.92,-0.1,187.52
10375,55,85.62,14.02,0.33,187.53
10197,45,88.5,13.56,-0.01,187.53
9675,40,89.15,13.46,-0.21,187.53
9622,54,83.78,14.32,-0.41,187.53
