bib,age,5k_minutes,10k_minutes,15k_minutes,20k_minutes,Half_minutes,25k_minutes,30k_minutes,35k_minutes,40k_minutes,gender_F,gender_M,pace_5k_to_10k,percentage_decay_5k_to_10k,finish_minutes
11266.0,49.0,22.9,44.73,66.27,88.33,93.25,111.7,136.15,162.63,191.83,0,1,13.74,2.39,204.48
13492.0,46.0,24.23,47.53,70.67,94.25,99.33,118.42,143.73,169.73,194.22,0,1,12.88,1.96,204.57
8202.0,47.0,21.78,43.92,66.62,90.2,95.37,113.97,139.28,165.9,192.82,0,1,13.55,-0.82,204.75
19096.0,49.0,23.3,46.2,69.43,93.15,98.25,116.97,141.27,166.82,193.0,1,0,13.1,0.87,204.9
11559.0,47.0,22.33,44.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.67,0.88,205.07
18089.0,46.0,24.43,47.95,71.85,96.17,101.43,120.45,144.98,169.98,194.33,1,0,12.76,1.9,205.13
16864.0,48.0,23.92,47.53,71.68,96.07,101.33,120.35,144.97,169.88,194.0,1,0,12.71,0.65,205.13
15245.0,46.0,24.85,49.43,73.4,98.07,103.33,0.0,0.0,0.0,0.0,1,0,12.21,0.55,205.17
10331.0,48.0,22.57,44.67,67.15,90.42,95.55,0.0,0.0,0.0,0.0,0,1,13.57,1.05,205.27
12402.0,46.0,23.98,47.55,71.12,94.82,100.02,118.47,142.88,168.12,193.88,0,1,12.73,0.86,205.43
12260.0,46.0,24.7,49.43,74.0,98.33,103.53,122.47,146.95,171.68,0.0,0,1,12.13,-0.06,205.8
16410.0,49.0,23.73,47.43,71.48,95.63,100.73,119.65,144.38,169.93,194.95,1,0,12.66,0.06,206.03
18710.0,46.0,25.95,50.27,74.15,98.68,103.95,0.0,0.0,0.0,0.0,1,0,12.34,3.24,206.23
7706.0,45.0,23.4,47.28,71.5,96.28,101.6,121.0,146.05,171.1,195.35,1,0,12.56,-1.02,206.37
13661.0,46.0,24.48,48.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.35,0.37,206.63
16871.0,45.0,23.37,46.72,70.42,94.53,99.7,118.73,144.32,0.0,0.0,1,0,12.85,0.04,206.72
12181.0,49.0,22.28,45.78,68.55,91.8,0.0,0.0,0.0,0.0,0.0,0,1,12.77,-2.66,207.13
13972.0,46.0,24.33,48.25,71.65,96.13,101.28,120.8,145.1,170.93,196.4,1,0,12.54,0.85,207.28
3471.0,45.0,24.87,50.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.49,-2.41,207.73
13598.0,49.0,23.85,47.6,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.63,0.21,207.8
16012.0,45.0,24.5,49.15,73.53,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.17,-0.31,207.83
18459.0,47.0,24.93,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.57,2.17,207.88
10222.0,47.0,23.72,47.12,70.37,93.83,0.0,0.0,0.0,0.0,0.0,0,1,12.82,0.68,208.0
13490.0,46.0,23.95,47.53,71.25,95.28,100.42,119.53,145.43,171.78,197.08,0,1,12.72,0.78,208.48
18302.0,45.0,24.73,48.18,71.72,95.57,100.8,0.0,0.0,0.0,0.0,1,0,12.79,2.66,208.72
8414.0,47.0,24.57,48.63,72.67,97.1,102.4,121.78,0.0,0.0,0.0,0,1,12.47,1.05,209.02
16497.0,47.0,25.12,49.02,73.5,97.97,0.0,0.0,0.0,0.0,0.0,1,0,12.55,2.49,209.13
19072.0,46.0,24.85,49.35,74.28,98.78,104.08,123.45,149.42,175.07,199.3,1,0,12.24,0.71,209.62
14227.0,46.0,25.17,49.92,74.68,100.38,105.67,124.9,150.52,0.0,0.0,1,0,12.12,0.84,209.88
22112.0,47.0,23.98,47.48,72.27,96.77,102.03,121.67,147.27,0.0,0.0,1,0,12.77,1.01,210.02
18000.0,48.0,26.03,50.9,75.75,100.58,105.97,125.3,150.23,175.25,0.0,1,0,12.06,2.28,210.37
10435.0,45.0,22.82,45.42,68.32,91.92,0.0,0.0,0.0,0.0,0.0,0,1,13.27,0.48,210.72
20722.0,47.0,24.78,48.83,73.1,97.67,102.98,122.35,148.07,174.37,199.98,1,0,12.47,1.49,210.93
21457.0,45.0,24.85,48.88,73.83,99.57,105.0,124.72,150.13,176.08,200.5,1,0,12.48,1.68,211.25
13076.0,45.0,24.78,49.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.21,0.43,211.4
20049.0,47.0,27.9,54.07,80.13,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.46,3.2,211.85
12261.0,46.0,23.73,47.77,71.88,96.38,101.62,121.07,146.3,172.45,199.07,0,1,12.48,-0.65,211.92
18808.0,48.0,25.03,49.25,73.48,97.75,103.08,122.2,0.0,0.0,0.0,1,0,12.39,1.64,212.47
7163.0,49.0,23.07,47.32,72.47,98.22,103.8,124.17,150.3,176.72,202.13,0,1,12.37,-2.49,213.13
6954.0,48.0,25.73,51.55,78.53,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.62,-0.17,213.15
10414.0,49.0,22.52,45.07,68.17,91.73,96.88,115.7,141.23,169.45,0.0,0,1,13.3,-0.07,213.4
19265.0,46.0,25.23,50.08,74.98,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.07,0.76,213.75
16952.0,45.0,23.6,47.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.74,0.11,213.83
19353.0,46.0,23.52,46.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.88,0.47,214.22
11430.0,46.0,25.6,50.22,74.73,99.67,105.1,124.6,150.37,176.72,203.02,0,1,12.19,1.95,214.28
12898.0,45.0,23.65,46.53,69.85,93.65,98.83,118.07,144.8,173.57,201.92,0,1,13.11,1.65,214.42
12049.0,45.0,23.45,45.7,68.42,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.48,2.63,214.47
9477.0,45.0,22.22,43.78,65.65,88.3,93.45,112.13,0.0,0.0,0.0,0,1,13.91,1.51,214.52
17654.0,46.0,24.48,48.75,73.43,98.37,103.83,123.57,149.5,175.83,202.67,1,0,12.36,0.43,214.63
31300.0,49.0,25.52,48.72,72.47,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.93,4.76,214.87
19606.0,48.0,25.08,50.9,76.7,102.78,108.27,128.38,154.43,179.8,204.5,1,0,11.62,-1.45,215.0
21029.0,45.0,25.8,50.92,75.75,100.73,0.0,0.0,0.0,0.0,0.0,1,0,11.94,1.34,215.15
20355.0,48.0,24.37,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.77,1.82,215.23
12604.0,47.0,24.25,48.67,72.95,97.33,102.53,121.68,147.42,174.63,202.38,0,1,12.29,-0.35,215.65
19863.0,46.0,25.15,49.4,73.92,98.92,104.28,123.82,150.17,176.97,203.77,1,0,12.37,1.82,215.77
20640.0,45.0,25.32,49.37,73.68,98.63,103.97,123.75,149.9,176.95,204.02,1,0,12.47,2.57,216.2
19218.0,46.0,23.05,46.85,71.32,96.4,101.9,122.17,149.77,178.15,204.9,1,0,12.61,-1.6,216.68
18100.0,46.0,26.83,53.02,78.82,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.45,1.21,216.92
19297.0,45.0,25.8,51.0,75.82,100.88,106.35,126.15,0.0,0.0,0.0,1,0,11.9,1.18,217.03
30554.0,45.0,28.18,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.14,6.54,217.35
19614.0,45.0,25.92,51.68,77.88,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.65,0.31,217.63
22230.0,47.0,25.52,50.48,75.48,100.77,106.25,126.1,152.55,179.58,206.1,1,0,12.02,1.11,218.1
5525.0,48.0,24.38,49.0,74.2,99.63,105.12,125.47,151.8,178.68,0.0,0,1,12.19,-0.49,218.15
19842.0,46.0,25.78,51.33,76.88,102.42,107.97,127.88,154.17,181.27,206.9,1,0,11.74,0.45,218.22
29812.0,48.0,25.58,49.75,74.32,99.23,104.68,0.0,0.0,0.0,0.0,0,1,12.41,2.83,218.38
20702.0,48.0,24.42,48.08,72.62,97.63,103.15,122.93,149.93,0.0,0.0,1,0,12.68,1.58,218.65
4520.0,47.0,22.77,47.65,72.78,99.13,104.67,125.07,152.17,0.0,0.0,0,1,12.06,-4.43,218.87
16325.0,46.0,25.0,50.13,75.23,100.75,106.32,126.52,153.4,181.08,207.83,1,0,11.94,-0.26,219.65
12973.0,46.0,25.45,49.97,74.33,99.4,104.95,125.3,152.27,180.25,208.2,0,1,12.23,1.86,219.65
13638.0,49.0,24.55,48.72,72.85,97.3,102.62,122.15,148.03,175.42,205.85,0,1,12.41,0.78,219.83
21083.0,48.0,25.82,51.48,77.12,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.69,0.31,219.9
11233.0,49.0,24.0,47.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.67,0.67,219.98
21672.0,46.0,26.52,52.48,78.37,104.53,110.28,130.67,157.53,183.8,209.15,1,0,11.56,1.07,220.38
10456.0,49.0,23.2,46.7,70.97,95.92,101.4,121.5,148.27,176.48,206.53,0,1,12.77,-0.64,220.48
21492.0,45.0,26.07,51.52,78.22,104.03,109.65,0.0,0.0,0.0,0.0,1,0,11.79,1.2,220.72
21466.0,49.0,26.52,52.27,77.98,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.65,1.47,220.83
20269.0,46.0,24.1,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.3,-0.62,221.1
15733.0,45.0,25.37,50.65,75.97,101.68,0.0,0.0,0.0,0.0,0.0,1,0,11.87,0.18,221.43
21006.0,48.0,26.35,52.07,77.77,103.58,109.25,129.22,155.82,182.73,209.2,1,0,11.66,1.21,221.53
20486.0,45.0,25.3,49.75,74.57,99.85,105.33,125.5,152.43,180.68,208.8,1,0,12.27,1.71,221.55
11349.0,47.0,25.83,53.12,80.95,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.99,-2.75,221.65
19425.0,46.0,25.85,51.42,77.03,103.02,108.68,129.13,155.93,183.38,0.0,1,0,11.73,0.54,221.73
22357.0,48.0,26.18,51.88,77.87,104.2,109.9,0.0,0.0,0.0,0.0,1,0,11.67,0.93,221.85
16348.0,48.0,24.43,49.35,74.3,99.72,105.28,125.63,0.0,0.0,0.0,1,0,12.04,-0.99,222.55
22364.0,45.0,27.62,53.37,79.37,105.38,0.0,0.0,0.0,0.0,0.0,1,0,11.65,3.5,222.7
19978.0,47.0,26.15,51.78,77.15,102.72,108.17,0.0,0.0,0.0,0.0,1,0,11.71,1.0,223.52
20867.0,48.0,25.62,50.98,76.45,102.53,108.2,128.82,0.0,0.0,0.0,1,0,11.83,0.51,223.58
20893.0,46.0,26.1,51.58,77.37,103.47,109.12,129.6,156.92,0.0,0.0,1,0,11.77,1.2,223.58
20613.0,45.0,26.62,53.05,79.48,106.22,112.0,132.73,159.92,0.0,0.0,1,0,11.35,0.36,223.6
11840.0,46.0,25.6,51.22,76.75,103.02,108.38,129.02,156.27,184.37,0.0,0,1,11.71,-0.04,224.15
7246.0,48.0,23.93,49.88,75.52,101.47,106.9,127.65,158.28,186.17,0.0,0,1,11.56,-4.05,224.22
10437.0,47.0,24.1,49.05,74.6,101.22,107.12,129.15,158.98,186.52,0.0,0,1,12.02,-1.73,224.53
11826.0,47.0,25.4,51.58,78.08,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.46,-1.51,224.57
12126.0,46.0,23.75,47.35,71.47,96.87,102.4,122.9,151.82,182.88,212.9,0,1,12.71,0.32,225.08
22729.0,46.0,26.48,52.63,78.92,105.43,111.17,132.1,159.52,186.88,213.78,1,0,11.47,0.63,225.3
12492.0,49.0,24.48,48.35,72.6,97.67,0.0,0.0,0.0,0.0,0.0,0,1,12.57,1.26,225.72
17493.0,47.0,25.87,51.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.55,-0.21,225.72
22297.0,46.0,26.48,52.97,79.5,106.23,112.05,133.05,160.38,187.82,214.47,1,0,11.33,-0.02,226.18
21394.0,46.0,26.78,53.22,79.7,106.17,111.9,132.82,161.0,188.58,214.8,1,0,11.35,0.64,226.47
11819.0,45.0,23.57,47.97,73.92,99.97,0.0,0.0,0.0,0.0,0.0,0,1,12.3,-1.73,226.62
19133.0,46.0,25.77,51.45,77.65,103.73,109.48,129.67,157.4,186.35,214.45,1,0,11.68,0.17,226.97
18329.0,45.0,26.08,52.42,78.77,105.13,110.83,131.52,158.95,187.02,214.63,1,0,11.39,-0.5,227.17
15721.0,45.0,25.47,49.85,75.05,101.2,107.05,128.12,155.9,184.72,0.0,1,0,12.31,2.19,227.17
20650.0,46.0,26.0,51.25,76.72,103.05,108.68,129.58,157.73,186.6,215.0,1,0,11.88,1.46,227.17
18070.0,47.0,26.88,53.83,80.73,107.77,113.7,134.67,162.2,0.0,0.0,1,0,11.13,-0.13,227.2
19387.0,48.0,25.98,51.65,77.45,105.88,0.0,0.0,0.0,0.0,0.0,1,0,11.69,0.6,227.42
22555.0,45.0,26.23,52.25,78.07,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.53,0.4,227.58
25878.0,45.0,25.68,51.18,77.07,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.76,0.35,227.72
21038.0,47.0,26.65,53.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.33,0.32,228.55
31271.0,46.0,26.87,50.05,73.98,98.45,0.0,0.0,0.0,0.0,0.0,0,1,12.94,7.37,228.7
22396.0,46.0,27.02,53.95,80.92,108.03,113.93,0.0,0.0,0.0,0.0,1,0,11.14,0.17,229.6
21891.0,48.0,27.33,54.17,80.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.18,0.9,230.07
6265.0,48.0,25.85,52.13,78.68,106.9,112.68,134.35,162.98,191.38,218.72,0,1,11.42,-0.82,230.33
10492.0,48.0,23.3,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.82,-0.21,230.43
19760.0,46.0,25.55,50.38,75.72,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.08,1.43,230.55
21268.0,49.0,25.9,51.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.55,-0.13,230.9
19354.0,45.0,27.88,55.42,82.95,110.63,116.67,138.2,166.5,0.0,0.0,1,0,10.89,0.61,231.45
9525.0,48.0,25.77,51.5,77.12,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.66,0.08,231.73
22481.0,47.0,26.53,52.92,79.12,105.87,111.62,0.0,0.0,0.0,0.0,1,0,11.37,0.26,231.87
18503.0,46.0,25.68,51.7,78.05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.53,-0.66,232.13
15658.0,45.0,26.82,53.67,80.6,108.18,114.12,135.6,163.57,191.55,219.53,1,0,11.17,-0.06,232.28
22028.0,48.0,26.92,53.88,81.43,108.9,114.8,136.07,164.27,192.83,220.67,1,0,11.13,-0.07,232.9
20544.0,45.0,26.98,53.32,79.77,106.13,111.9,133.37,162.18,191.87,221.38,1,0,11.39,1.2,233.27
13593.0,49.0,25.5,51.03,76.73,102.87,108.47,129.47,0.0,0.0,0.0,0,1,11.75,-0.06,233.33
19457.0,48.0,28.15,55.87,83.43,111.08,117.1,138.67,167.27,0.0,0.0,1,0,10.82,0.77,233.45
18651.0,45.0,25.85,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.61,0.0,233.53
20760.0,46.0,26.3,51.82,77.47,103.27,108.87,129.28,156.77,187.57,219.38,1,0,11.76,1.51,234.0
17233.0,45.0,26.32,52.6,79.35,106.75,112.65,0.0,0.0,0.0,0.0,1,0,11.42,0.08,234.02
31534.0,47.0,28.42,54.72,80.98,107.25,113.0,133.85,0.0,0.0,0.0,1,0,11.41,3.87,234.65
19404.0,46.0,26.52,52.67,79.32,108.28,114.22,136.95,165.88,194.78,0.0,1,0,11.47,0.7,234.78
10955.0,45.0,24.42,49.22,76.97,105.2,110.82,132.83,0.0,0.0,0.0,0,1,12.1,-0.77,234.82
21907.0,45.0,26.15,52.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.46,-0.06,234.93
22073.0,49.0,27.45,55.22,82.65,110.6,0.0,0.0,0.0,0.0,0.0,1,0,10.8,-0.58,235.02
20933.0,46.0,26.05,52.4,78.73,105.53,111.47,132.88,161.55,192.53,222.62,1,0,11.39,-0.57,235.65
22224.0,48.0,25.4,51.25,77.57,104.72,110.55,133.08,0.0,0.0,0.0,1,0,11.61,-0.88,235.83
21242.0,45.0,27.77,54.9,82.35,110.37,0.0,0.0,0.0,0.0,0.0,1,0,11.06,1.17,235.87
21408.0,48.0,26.28,52.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.66,1.04,236.07
21046.0,47.0,27.73,55.6,83.32,111.35,117.4,138.95,167.47,196.03,224.25,1,0,10.76,-0.25,236.15
25716.0,48.0,27.97,56.13,83.2,110.33,0.0,0.0,0.0,0.0,0.0,1,0,10.65,-0.34,236.38
27407.0,49.0,27.97,54.82,82.6,109.93,115.85,137.57,0.0,0.0,0.0,1,0,11.17,2.04,236.87
22732.0,49.0,27.07,55.35,82.27,110.07,116.02,137.73,166.1,196.2,224.45,1,0,10.61,-2.19,237.0
22287.0,47.0,27.0,53.87,81.35,108.83,114.72,136.0,164.53,194.43,224.42,1,0,11.16,0.24,237.38
24738.0,46.0,26.08,52.15,78.53,105.17,110.95,132.6,161.65,192.57,224.25,0,1,11.51,0.02,237.68
22146.0,46.0,25.97,51.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.65,0.43,238.07
22050.0,49.0,24.63,48.75,73.08,98.4,104.05,126.78,0.0,0.0,0.0,1,0,12.44,1.05,238.47
31224.0,48.0,29.38,56.78,84.15,112.07,118.08,140.0,169.53,0.0,0.0,0,1,10.95,3.49,240.0
22232.0,47.0,26.45,52.5,78.65,105.18,110.87,131.68,0.0,0.0,0.0,1,0,11.52,0.76,240.62
21044.0,46.0,27.37,54.82,82.33,110.38,116.4,138.67,167.9,197.65,227.65,1,0,10.93,-0.15,240.67
12801.0,45.0,28.47,55.55,82.65,110.03,115.88,138.25,166.92,196.88,227.2,0,1,11.08,2.5,240.68
21200.0,46.0,28.3,56.8,84.73,112.67,118.65,140.72,170.05,200.05,228.57,1,0,10.53,-0.35,241.08
30790.0,48.0,27.1,53.25,79.43,106.57,112.42,134.27,163.43,195.38,0.0,1,0,11.47,1.78,242.12
31025.0,45.0,30.47,58.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.7,4.14,242.7
25895.0,48.0,29.98,58.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.42,2.02,242.78
21189.0,49.0,29.33,55.87,82.58,109.92,115.73,0.0,0.0,0.0,0.0,1,0,11.3,4.99,243.22
22098.0,47.0,27.78,55.93,84.35,111.95,117.75,139.17,168.87,198.8,229.4,1,0,10.66,-0.66,243.47
21296.0,45.0,26.47,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11.02,-1.42,243.52
22370.0,46.0,28.03,56.18,84.25,112.9,119.08,0.0,0.0,0.0,0.0,1,0,10.66,-0.21,244.03
22444.0,46.0,29.58,58.18,86.15,117.33,123.27,145.33,175.0,205.12,0.0,1,0,10.49,1.68,244.3
12371.0,46.0,24.57,48.42,72.72,99.13,104.85,128.38,160.7,194.75,230.0,0,1,12.58,1.49,245.1
21729.0,45.0,26.6,53.67,80.75,108.32,114.37,136.42,0.0,0.0,0.0,1,0,11.08,-0.88,245.15
27316.0,48.0,29.13,56.68,83.63,110.78,117.48,140.0,170.85,203.07,0.0,0,1,10.89,2.79,246.58
10243.0,49.0,28.62,56.33,86.73,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.83,1.62,246.58
9114.0,45.0,25.82,51.7,77.93,105.03,110.87,132.3,161.08,195.75,231.58,0,1,11.59,-0.12,247.12
22659.0,45.0,27.07,54.62,82.38,110.88,117.15,140.38,171.17,0.0,0.0,1,0,10.89,-0.88,247.25
22686.0,45.0,27.38,54.57,82.18,109.97,118.8,140.48,170.12,205.0,234.87,1,0,11.03,0.35,247.65
20128.0,47.0,25.93,52.5,80.13,109.55,115.7,138.95,170.28,203.55,236.25,1,0,11.29,-1.22,250.12
25492.0,45.0,27.35,54.33,81.93,109.42,115.52,0.0,0.0,0.0,0.0,1,0,11.12,0.68,251.45
22690.0,47.0,28.97,58.73,88.75,118.67,0.0,0.0,0.0,0.0,0.0,1,0,10.08,-1.35,252.57
22250.0,48.0,27.97,57.57,85.68,115.63,121.77,145.32,175.85,0.0,0.0,1,0,10.14,-2.83,253.32
31153.0,48.0,27.43,53.98,80.9,109.08,115.05,136.78,168.55,205.32,240.02,0,1,11.3,1.63,253.82
27429.0,45.0,31.05,60.27,89.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.27,3.04,255.43
22670.0,47.0,30.25,58.83,86.97,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.5,2.84,255.78
29276.0,45.0,29.25,57.02,84.58,112.62,0.0,0.0,0.0,0.0,0.0,1,0,10.8,2.6,256.12
22266.0,49.0,28.33,55.18,82.37,110.7,0.0,0.0,0.0,0.0,0.0,1,0,11.17,2.68,256.22
30105.0,46.0,28.63,56.22,83.65,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.87,1.85,256.5
21807.0,48.0,26.53,55.5,83.53,114.82,0.0,0.0,0.0,0.0,0.0,1,0,10.36,-4.4,256.5
31016.0,48.0,30.42,58.43,86.12,114.15,120.37,142.95,173.72,0.0,0.0,0,1,10.71,4.12,260.77
22564.0,49.0,28.12,59.15,88.9,119.25,125.83,151.63,183.77,216.73,0.0,1,0,9.67,-4.92,261.9
29395.0,45.0,29.55,58.7,87.55,118.63,125.15,148.37,179.85,213.6,247.47,0,1,10.29,0.68,262.17
25766.0,47.0,26.75,53.28,81.38,114.25,120.98,146.17,179.23,214.08,248.23,1,0,11.31,0.41,263.03
22443.0,49.0,29.12,58.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.24,-0.33,265.03
22256.0,49.0,26.92,54.28,82.62,112.23,118.98,143.28,0.0,0.0,0.0,1,0,10.96,-0.81,265.83
8714.0,49.0,25.93,53.03,81.3,110.88,117.17,141.73,176.53,214.25,250.87,0,1,11.07,-2.21,266.32
29177.0,45.0,28.1,55.32,84.23,113.68,120.1,0.0,0.0,0.0,0.0,1,0,11.02,1.59,266.82
11160.0,45.0,25.28,50.6,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.85,-0.08,266.87
20637.0,48.0,28.33,57.23,87.07,119.67,126.97,0.0,0.0,0.0,0.0,1,0,10.38,-1.0,268.67
24795.0,45.0,31.8,61.98,92.45,126.85,133.48,157.77,189.98,0.0,0.0,1,0,9.94,2.61,270.48
30033.0,46.0,27.95,57.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.2,-2.53,273.1
31193.0,47.0,32.75,65.42,97.68,130.65,137.53,164.03,198.12,231.33,0.0,0,1,9.18,0.12,273.63
26801.0,45.0,33.08,63.92,95.03,126.82,133.92,0.0,0.0,0.0,0.0,0,1,9.73,3.5,279.28
31389.0,48.0,32.45,67.45,100.63,134.02,141.17,166.97,200.58,234.17,267.73,1,0,8.57,-3.78,281.75
24849.0,45.0,32.18,64.22,95.85,128.35,135.1,161.02,194.67,231.75,266.02,1,0,9.36,0.22,282.47
31991.0,47.0,29.97,60.7,90.93,125.32,132.45,159.57,196.42,234.02,0.0,1,0,9.76,-1.25,284.35
27643.0,48.0,31.28,62.93,94.93,127.72,134.9,161.85,198.38,0.0,0.0,1,0,9.48,-0.59,285.78
31794.0,48.0,31.18,60.78,92.48,124.88,131.97,159.47,195.2,0.0,0.0,0,1,10.14,2.6,286.0
29268.0,48.0,32.43,65.03,98.32,130.95,0.0,0.0,0.0,0.0,0.0,1,0,9.2,-0.26,286.07
25585.0,49.0,31.07,62.93,94.13,127.42,134.22,162.07,196.45,237.07,272.2,1,0,9.42,-1.26,286.48
32062.0,45.0,31.3,62.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9.56,-0.11,286.9
30568.0,48.0,33.73,66.98,99.9,133.63,141.05,167.88,203.0,0.0,0.0,0,1,9.02,0.72,287.32
31042.0,46.0,31.88,63.2,95.47,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9.58,0.89,289.0
29820.0,48.0,32.93,65.95,98.85,132.9,140.38,167.65,0.0,0.0,0.0,0,1,9.09,-0.14,289.17
27634.0,49.0,34.12,65.55,97.67,130.58,137.78,164.2,200.12,236.45,273.08,1,0,9.55,4.1,289.4
20741.0,49.0,27.15,54.85,83.08,114.88,0.0,0.0,0.0,0.0,0.0,1,0,10.83,-1.0,289.98
24889.0,49.0,32.3,64.65,97.47,129.33,136.4,162.97,198.2,235.88,274.1,1,0,9.27,-0.08,290.43
30110.0,46.0,30.25,61.67,96.17,130.88,137.82,165.58,204.35,240.57,278.13,0,1,9.55,-1.9,292.38
29775.0,49.0,31.52,61.75,91.47,0.0,0.0,0.0,0.0,0.0,0.0,0,1,9.92,2.09,293.8
29145.0,45.0,31.6,61.1,91.42,122.78,129.5,156.1,0.0,0.0,0.0,0,1,10.17,3.44,295.47
22667.0,48.0,28.43,58.17,90.4,124.62,132.23,0.0,0.0,0.0,0.0,1,0,10.09,-2.25,298.88
20892.0,48.0,32.63,66.6,98.77,132.57,139.9,167.08,206.1,0.0,0.0,1,0,8.83,-2.01,299.78
29166.0,48.0,35.15,69.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.81,1.56,300.13
30054.0,48.0,34.95,69.93,106.03,141.15,148.68,177.78,215.53,252.95,288.17,1,0,8.58,-0.04,302.05
26196.0,45.0,34.95,69.93,106.07,141.15,148.68,177.78,215.53,252.95,288.18,1,0,8.58,-0.04,302.05
30333.0,45.0,32.98,67.12,101.35,136.6,144.27,173.58,211.43,250.63,287.8,0,1,8.79,-1.73,302.35
25801.0,45.0,31.9,64.78,98.65,133.4,140.85,169.18,207.22,246.3,285.58,1,0,9.12,-1.51,302.52
26436.0,48.0,36.02,68.8,101.25,134.83,142.93,170.37,0.0,0.0,0.0,1,0,9.15,4.71,302.8
27359.0,48.0,33.58,65.93,98.38,131.67,139.03,167.6,208.4,248.35,287.9,0,1,9.27,1.87,304.42
29950.0,45.0,33.92,67.77,102.18,137.7,145.23,174.07,212.87,251.53,0.0,1,0,8.86,0.1,305.15
26914.0,47.0,34.1,68.22,102.92,137.98,145.57,174.85,213.22,252.5,289.83,1,0,8.79,-0.03,305.67
31779.0,45.0,34.43,68.97,103.28,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.69,-0.16,306.6
30508.0,49.0,34.7,70.05,105.67,141.83,149.5,178.27,216.73,256.72,294.5,0,1,8.49,-0.93,310.9
29968.0,48.0,33.38,66.98,101.88,139.18,146.95,177.95,220.0,261.4,296.67,0,1,8.93,-0.33,311.55
26755.0,45.0,34.8,68.5,104.78,142.42,149.57,180.07,0.0,0.0,0.0,1,0,8.9,1.61,314.07
30307.0,48.0,33.65,68.03,103.5,142.27,150.23,180.37,219.93,259.6,298.05,1,0,8.73,-1.07,315.12
27929.0,45.0,33.2,66.5,101.43,138.15,146.15,176.38,217.15,259.28,299.72,1,0,9.01,-0.15,316.2
29622.0,45.0,29.77,59.47,88.65,119.87,126.13,154.97,0.0,0.0,0.0,0,1,10.1,0.12,316.78
26642.0,47.0,35.23,70.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.39,-0.72,318.95
