bib,age,5k_minutes,10k_minutes,15k_minutes,20k_minutes,Half_minutes,25k_minutes,30k_minutes,35k_minutes,40k_minutes,gender_F,gender_M,pace_5k_to_10k,percentage_decay_5k_to_10k,finish_minutes
10654,50.0,23.57,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.8,0.3,196.62
5359,40.0,21.72,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.03,0.79,196.73
10407,45.0,23.25,45.63,68.05,90.83,0.0,0.0,0.0,0.0,0.0,0,1,13.4,1.91,196.85
11404,51.0,22.38,44.52,66.9,89.47,94.42,112.27,136.17,161.25,185.83,0,1,13.55,0.54,197.02
18039,56.0,23.18,46.53,69.5,92.75,97.83,116.15,140.27,0.0,0.0,0,1,12.85,-0.37,197.23
10442,45.0,22.8,45.17,67.62,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.41,0.95,197.37
6412,34.0,22.65,45.3,67.78,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.25,0.0,197.42
12089,52.0,23.5,46.25,69.08,92.25,97.25,115.65,139.23,163.45,0.0,0,1,13.19,1.62,197.48
6578,37.0,21.75,43.58,64.97,86.47,0.0,0.0,0.0,0.0,0.0,0,1,13.74,-0.18,197.85
13212,57.0,24.43,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.94,2.6,197.92
11548,49.0,22.13,44.37,66.43,88.75,93.6,111.18,134.7,160.17,185.98,0,1,13.49,-0.25,198.0
10780,46.0,23.88,46.67,69.18,91.97,96.95,115.12,0.0,0.0,0.0,0,1,13.16,2.34,198.93
5082,33.0,21.1,42.67,64.47,87.18,0.0,0.0,0.0,0.0,0.0,0,1,13.91,-1.1,199.25
7029,52.0,23.22,45.32,67.53,90.48,95.35,113.1,136.4,161.05,186.73,0,1,13.57,2.47,199.32
14017,55.0,23.35,47.03,70.47,94.18,99.2,117.45,141.13,165.33,189.22,0,1,12.67,-0.7,199.35
5595,29.0,22.12,43.05,64.18,86.5,91.28,109.75,134.52,160.58,0.0,0,1,14.33,2.76,199.48
19014,64.0,23.93,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.78,0.97,199.83
12706,45.0,23.98,47.55,71.15,95.78,100.88,119.13,142.73,166.53,189.9,0,1,12.73,0.86,199.9
10210,47.0,22.08,44.35,66.35,88.85,93.68,111.65,135.72,161.27,187.87,0,1,13.47,-0.43,199.97
13502,53.0,23.67,48.0,71.05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.33,-1.37,200.1
10401,50.0,22.88,45.67,68.52,92.28,97.5,115.77,139.52,164.32,189.42,0,1,13.16,0.2,200.4
10638,45.0,22.9,45.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.05,-0.17,200.63
13462,63.0,24.3,48.6,72.67,96.87,102.08,120.72,144.97,168.83,190.78,0,1,12.35,0.0,200.68
14587,56.0,24.37,47.78,71.13,94.85,100.02,0.0,0.0,0.0,0.0,0,1,12.82,2.01,200.82
8088,41.0,22.62,46.65,69.27,94.35,99.38,0.0,0.0,0.0,0.0,0,1,12.48,-3.02,200.87
12575,49.0,23.88,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.65,0.34,201.12
7614,65.0,22.98,45.93,69.17,93.1,98.2,116.6,141.3,166.2,0.0,0,1,13.07,0.07,201.22
15455,53.0,23.37,46.58,69.95,93.68,98.73,117.52,0.0,0.0,0.0,0,1,12.93,0.34,201.57
13352,60.0,23.92,47.43,71.18,95.08,100.3,118.87,142.95,167.25,191.27,0,1,12.76,0.86,201.62
6732,35.0,21.92,44.4,66.92,89.6,94.45,112.07,135.75,162.78,190.52,0,1,13.35,-1.26,201.92
11630,50.0,23.0,45.92,69.05,93.18,98.32,116.95,141.78,167.02,191.22,0,1,13.09,0.17,201.93
6386,36.0,24.1,48.45,72.8,97.12,102.32,121.15,145.28,169.35,192.57,0,1,12.32,-0.52,201.97
9460,52.0,22.88,45.88,68.78,91.95,96.93,115.13,139.3,164.77,190.27,0,1,13.04,-0.26,201.98
32135,33.0,24.67,47.83,70.88,93.85,98.83,117.53,141.08,165.15,0.0,0,1,12.95,3.16,202.05
15579,59.0,23.73,47.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.72,0.3,202.27
6473,32.0,21.68,43.4,65.53,88.27,93.27,111.97,136.78,162.75,188.63,0,1,13.81,-0.09,202.27
13310,55.0,23.6,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.0,1.14,202.45
15085,57.0,23.72,46.83,70.77,94.32,99.38,117.77,142.5,167.47,192.15,0,1,12.98,1.3,202.53
12452,47.0,24.13,48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.37,-0.25,202.57
9772,57.0,23.93,47.2,70.38,94.25,99.25,117.57,143.47,168.37,192.0,0,1,12.89,1.4,202.65
3782,28.0,21.6,44.53,66.0,88.37,0.0,0.0,0.0,0.0,0.0,0,1,13.08,-2.99,202.7
14220,52.0,23.92,47.68,71.33,94.93,100.05,118.77,143.32,167.73,192.17,0,1,12.63,0.34,202.73
14053,57.0,23.73,47.52,70.92,94.63,99.77,118.37,142.78,167.68,192.15,0,1,12.61,-0.13,202.73
10688,46.0,24.15,48.0,71.87,95.88,101.12,119.72,144.03,168.72,192.7,0,1,12.58,0.62,202.75
11477,48.0,23.67,46.53,69.8,93.42,98.53,117.2,141.8,166.85,191.95,0,1,13.12,1.74,202.77
11890,45.0,23.52,46.3,69.4,93.05,98.22,116.83,141.57,166.83,0.0,0,1,13.17,1.6,202.93
11187,49.0,23.83,47.52,70.72,94.9,99.9,117.88,141.82,166.75,191.23,0,1,12.66,0.29,203.22
10569,48.0,22.4,44.8,67.47,90.7,95.77,0.0,0.0,0.0,0.0,0,1,13.39,0.0,203.37
13041,57.0,23.93,46.93,69.68,93.35,98.38,116.5,0.0,0.0,0.0,0,1,13.04,1.98,203.48
10773,55.0,23.02,45.9,68.83,92.08,97.12,115.42,139.78,164.95,191.75,0,1,13.11,0.31,203.5
6135,25.0,23.13,46.2,69.45,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.0,0.13,203.57
10162,52.0,23.67,47.28,70.7,94.35,99.5,118.17,143.0,168.15,192.65,0,1,12.71,0.13,203.65
9253,56.0,24.82,49.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.34,1.04,203.67
7497,35.0,22.83,46.12,70.53,94.27,0.0,0.0,0.0,0.0,0.0,0,1,12.88,-1.0,204.13
12077,54.0,23.55,47.35,70.93,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.61,-0.53,204.33
9583,43.0,23.48,47.15,70.55,94.07,99.2,117.9,142.57,167.9,193.5,0,1,12.67,-0.4,204.75
12679,52.0,23.87,47.18,70.6,94.65,99.85,118.7,143.92,169.7,0.0,0,1,12.87,1.19,204.77
26254,40.0,23.6,45.88,68.73,94.05,99.05,117.1,142.07,166.38,191.88,0,1,13.46,2.88,204.97
17724,64.0,24.38,48.12,71.98,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.64,1.33,204.98
8559,38.0,24.48,48.73,72.62,96.75,101.95,120.97,145.62,170.38,0.0,0,1,12.37,0.47,205.03
12884,49.0,24.48,48.15,71.8,95.88,101.13,0.0,0.0,0.0,0.0,0,1,12.67,1.68,205.33
4668,30.0,21.03,41.55,62.08,83.2,87.83,104.98,128.13,158.28,191.72,0,1,14.62,1.23,205.37
26695,24.0,24.92,48.68,72.87,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.63,2.38,205.53
27406,42.0,25.42,47.38,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.66,7.3,205.75
6434,29.0,22.53,45.12,68.05,90.93,95.98,114.03,0.0,0.0,0.0,0,1,13.28,-0.13,205.95
13622,50.0,23.8,47.58,71.37,95.62,100.7,119.58,144.23,169.82,194.72,0,1,12.62,0.04,205.97
13187,46.0,23.6,46.43,69.42,92.82,97.97,116.82,141.62,169.12,194.98,0,1,13.14,1.66,206.0
14558,61.0,23.93,47.65,71.52,95.63,100.82,119.83,144.68,169.63,194.7,0,1,12.65,0.44,206.02
14232,51.0,23.83,47.25,70.62,94.38,99.6,118.73,144.37,169.88,194.93,0,1,12.81,0.87,206.17
11925,48.0,24.02,47.4,70.93,94.78,99.87,118.75,143.88,169.78,195.37,0,1,12.83,1.35,206.25
31926,33.0,27.27,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.03,8.43,206.43
12761,57.0,24.15,47.93,72.07,96.3,101.57,120.57,145.57,0.0,0.0,0,1,12.62,0.77,206.45
24667,28.0,23.02,46.27,70.43,94.58,99.83,118.8,143.55,169.38,195.32,0,1,12.9,-0.5,206.65
10948,46.0,22.47,45.43,68.62,92.15,97.2,115.8,140.75,167.45,194.82,0,1,13.07,-1.08,206.65
25376,35.0,23.42,45.95,68.7,91.67,96.63,114.97,141.32,167.37,194.47,0,1,13.32,1.94,206.67
17414,61.0,24.58,49.0,73.25,97.77,103.08,122.15,146.72,171.37,195.52,0,1,12.29,0.33,206.68
16739,58.0,23.55,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.68,-0.21,206.95
29426,40.0,25.05,48.77,72.48,96.1,0.0,0.0,0.0,0.0,0.0,0,1,12.65,2.73,207.12
12242,51.0,23.68,46.9,70.78,94.63,99.78,0.0,0.0,0.0,0.0,0,1,12.92,0.98,207.17
14703,54.0,24.08,48.3,71.6,96.6,101.65,120.27,0.0,0.0,0.0,0,1,12.39,-0.29,207.33
12927,49.0,23.35,46.87,70.1,93.38,98.37,117.47,142.77,168.97,195.28,0,1,12.76,-0.36,207.37
11501,48.0,23.53,46.62,69.78,93.12,98.13,116.45,140.55,0.0,0.0,0,1,12.99,0.94,207.55
10069,41.0,24.1,48.3,72.45,96.8,102.15,121.22,146.6,171.63,196.9,0,1,12.4,-0.21,207.98
19754,61.0,24.68,48.88,73.27,98.02,103.25,122.43,147.38,172.72,0.0,0,1,12.4,0.98,208.7
18928,56.0,24.52,48.3,72.38,96.82,0.0,0.0,0.0,0.0,0.0,0,1,12.62,1.53,209.1
31274,52.0,25.73,50.65,75.28,100.2,105.55,0.0,0.0,0.0,0.0,0,1,12.04,1.6,209.1
10332,47.0,23.6,47.02,70.88,95.33,100.63,119.97,145.47,171.52,197.8,0,1,12.81,0.38,209.17
8751,42.0,23.83,48.37,72.75,97.37,102.72,121.97,147.23,173.02,198.28,0,1,12.22,-1.47,209.3
7400,41.0,23.65,47.93,72.73,97.48,102.68,121.88,147.08,172.58,198.08,0,1,12.36,-1.31,209.33
9883,42.0,24.5,48.8,73.23,98.0,103.32,122.77,148.37,174.03,199.02,0,1,12.35,0.41,209.4
30129,36.0,25.35,48.93,72.87,97.42,102.68,121.88,147.58,173.9,199.03,0,1,12.72,3.62,209.5
12176,49.0,25.02,49.9,75.25,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.06,0.28,209.62
11344,52.0,23.75,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.53,-0.42,209.7
31612,43.0,25.33,50.08,74.73,99.67,105.05,124.55,150.13,0.0,0.0,0,1,12.12,1.16,210.17
11395,45.0,22.92,45.67,69.03,92.43,0.0,0.0,0.0,0.0,0.0,0,1,13.19,0.37,210.2
11984,46.0,23.7,46.77,70.65,95.3,100.55,119.38,0.0,0.0,0.0,0,1,13.0,1.35,210.23
10113,45.0,23.75,47.45,71.65,96.62,102.05,121.5,147.8,174.27,199.67,0,1,12.66,0.11,210.57
9185,53.0,23.65,47.78,72.52,97.15,102.53,0.0,0.0,0.0,0.0,0,1,12.43,-1.0,210.78
18863,57.0,24.38,48.45,72.63,97.23,102.67,121.87,147.83,0.0,0.0,0,1,12.46,0.64,211.03
18038,55.0,25.77,50.73,75.58,100.28,105.68,0.0,0.0,0.0,0.0,0,1,12.02,1.6,211.13
5608,29.0,20.92,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.46,0.41,211.15
10033,45.0,23.6,47.07,70.98,95.22,100.48,119.48,144.93,171.2,198.82,0,1,12.78,0.28,211.2
9072,46.0,22.47,44.28,65.98,88.15,93.0,110.92,135.9,164.28,196.28,0,1,13.76,1.49,211.2
2865,24.0,21.57,42.8,63.97,85.32,89.98,107.18,130.17,154.83,197.75,0,1,14.13,0.79,211.27
21954,70.0,24.78,49.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.38,1.1,211.32
15204,51.0,24.73,49.45,74.32,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.14,0.02,211.6
25857,35.0,22.73,44.45,67.0,90.97,96.13,115.33,141.62,169.82,199.13,0,1,13.81,2.27,211.62
16538,55.0,23.58,46.08,69.33,93.05,98.2,117.57,144.17,171.68,199.47,0,1,13.33,2.34,211.68
6647,38.0,21.25,42.37,64.45,88.15,93.3,113.4,140.68,170.08,199.13,0,1,14.2,0.31,212.28
14011,58.0,25.17,50.37,75.38,100.38,105.78,125.23,150.42,175.98,201.32,0,1,11.9,-0.06,212.28
15642,58.0,24.27,47.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.66,1.19,212.3
8846,53.0,21.35,43.0,64.85,87.62,92.62,111.12,136.53,164.07,198.63,0,1,13.86,-0.7,212.57
19013,61.0,24.93,49.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.22,0.79,213.03
8575,42.0,24.77,48.87,73.23,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.45,1.37,213.33
13315,51.0,24.5,48.97,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.26,0.06,213.53
15687,55.0,24.73,49.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.1,-0.14,213.57
14369,63.0,24.62,49.12,73.77,98.55,103.87,123.4,0.0,0.0,0.0,0,1,12.24,0.24,213.58
27445,45.0,25.28,49.97,74.72,99.77,0.0,0.0,0.0,0.0,0.0,0,1,12.15,1.18,213.83
18005,59.0,25.32,49.33,73.45,98.08,103.38,122.87,148.73,175.62,202.13,0,1,12.49,2.66,213.95
4158,43.0,24.07,48.32,72.75,97.47,102.75,122.17,148.23,175.08,202.15,0,1,12.37,-0.37,214.13
31882,49.0,25.7,49.93,74.1,98.73,104.13,123.48,149.72,177.03,203.35,0,1,12.38,2.94,214.73
14909,50.0,22.8,45.2,67.95,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13.39,0.88,214.75
17266,56.0,24.77,48.73,72.88,97.43,102.78,121.98,147.83,174.67,202.63,0,1,12.52,1.66,214.77
13624,52.0,24.75,49.35,73.9,99.3,104.63,0.0,0.0,0.0,0.0,0,1,12.2,0.3,214.93
18581,64.0,25.35,49.93,74.57,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.21,1.54,215.0
6560,45.0,21.27,42.57,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.08,-0.07,215.27
18971,56.0,24.92,50.18,75.23,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.88,-0.68,215.52
30456,42.0,25.63,49.2,73.38,98.03,0.0,0.0,0.0,0.0,0.0,0,1,12.73,4.19,215.52
20489,60.0,25.7,50.32,75.37,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.19,2.15,215.52
14900,50.0,25.15,48.65,72.17,96.62,101.93,121.07,147.47,0.0,0.0,0,1,12.77,3.39,215.83
17490,59.0,23.33,47.25,71.5,97.13,102.52,121.67,149.85,175.93,202.92,0,1,12.54,-1.25,215.87
29486,37.0,23.65,47.07,70.48,94.35,99.52,118.37,145.72,175.3,204.9,0,1,12.81,0.49,215.88
15644,55.0,24.58,49.33,74.03,99.47,104.88,125.05,151.17,178.02,204.08,0,1,12.12,-0.34,215.92
16365,57.0,24.4,48.3,72.45,97.28,102.73,122.43,149.53,177.48,204.3,0,1,12.55,1.04,215.95
29703,40.0,28.92,54.65,79.2,103.78,109.07,128.53,154.0,179.88,205.25,0,1,11.66,5.84,215.97
16337,55.0,23.95,47.9,71.8,96.45,101.77,121.12,147.8,175.97,203.58,0,1,12.53,0.0,216.03
30443,23.0,27.28,52.05,75.97,100.55,105.9,125.3,150.75,177.25,0.0,0,1,12.11,4.82,216.1
11679,54.0,23.53,48.05,73.2,99.08,104.55,124.62,151.5,178.82,205.53,0,1,12.23,-2.06,216.42
12327,50.0,23.18,45.65,69.35,93.95,99.22,0.0,0.0,0.0,0.0,0,1,13.35,1.56,216.68
30980,47.0,28.02,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.73,4.55,216.73
20518,62.0,25.38,50.13,74.85,99.6,105.02,124.45,149.72,175.32,202.88,0,1,12.12,1.26,216.75
5581,23.0,23.83,47.73,71.53,95.8,100.95,120.38,146.52,174.8,203.53,0,1,12.55,-0.15,216.83
31221,54.0,25.5,49.67,74.42,99.88,105.48,125.9,153.02,180.27,206.17,0,1,12.41,2.68,217.13
11174,45.0,23.9,48.22,72.93,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.34,-0.87,217.15
31944,36.0,22.72,44.43,66.28,89.15,93.97,112.43,0.0,0.0,0.0,0,1,13.82,2.27,217.42
12299,49.0,25.97,51.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.76,0.91,217.5
16055,59.0,22.0,45.32,69.58,94.97,100.37,120.65,0.0,0.0,0.0,0,1,12.86,-2.91,217.63
21094,61.0,24.87,48.73,73.15,97.5,102.72,0.0,0.0,0.0,0.0,0,1,12.57,2.07,217.95
29632,32.0,28.53,52.5,76.47,100.43,105.6,124.77,150.33,177.38,206.28,0,1,12.52,8.69,218.33
11941,63.0,24.3,48.65,73.42,98.78,104.23,124.12,150.68,0.0,0.0,0,1,12.32,-0.1,218.58
13032,50.0,25.6,51.13,77.88,104.1,109.82,0.0,0.0,0.0,0.0,0,1,11.75,0.14,218.62
10727,45.0,23.8,49.22,74.07,99.2,104.57,0.0,0.0,0.0,0.0,0,1,11.8,-3.29,219.1
26518,32.0,26.3,52.25,78.45,104.12,0.0,0.0,0.0,0.0,0.0,0,1,11.56,0.67,219.45
27091,37.0,22.67,46.08,70.13,94.68,100.0,120.0,147.57,177.48,206.95,0,1,12.82,-1.61,219.65
11504,47.0,24.18,49.35,74.98,100.95,106.97,127.77,154.18,181.0,208.05,0,1,11.92,-2.01,219.68
20306,66.0,25.92,51.52,77.13,102.73,108.33,128.63,155.33,182.17,207.95,0,1,11.72,0.62,219.72
6033,23.0,24.95,51.7,76.83,102.43,0.0,0.0,0.0,0.0,0.0,0,1,11.21,-3.48,220.15
26191,25.0,26.2,52.3,78.9,104.3,109.72,0.0,0.0,0.0,0.0,0,1,11.49,0.19,220.22
31328,37.0,24.83,48.72,73.12,97.37,102.72,122.13,0.0,0.0,0.0,0,1,12.56,1.93,220.43
12269,47.0,23.22,47.38,72.85,104.23,110.53,132.47,0.0,0.0,0.0,0,1,12.42,-1.98,220.68
4814,30.0,22.75,45.38,67.98,91.2,96.1,114.87,0.0,0.0,0.0,0,1,13.26,0.26,220.88
26577,30.0,26.57,51.42,76.27,101.2,106.65,126.38,152.55,180.48,208.97,0,1,12.07,3.35,221.18
22855,68.0,26.52,52.13,77.75,103.75,109.43,129.78,156.35,183.12,209.53,0,1,11.71,1.75,221.35
18064,56.0,26.52,52.55,78.77,105.33,111.12,0.0,0.0,0.0,0.0,0,1,11.53,0.93,222.32
11348,47.0,26.3,52.5,80.58,106.47,112.07,132.38,158.95,186.07,0.0,0,1,11.45,0.19,223.28
17243,61.0,25.8,51.12,76.55,102.33,107.97,128.22,155.8,183.62,211.02,0,1,11.85,0.94,223.67
21173,60.0,26.13,53.2,79.88,106.33,0.0,0.0,0.0,0.0,0.0,0,1,11.08,-1.77,223.72
15705,60.0,25.72,52.25,78.62,105.35,111.12,132.3,159.82,186.53,212.65,0,1,11.31,-1.55,223.8
6947,41.0,21.68,43.4,65.92,90.0,95.4,115.08,143.38,0.0,0.0,0,1,13.81,-0.09,224.13
9399,44.0,27.3,54.22,80.98,107.92,113.48,0.0,0.0,0.0,0.0,0,1,11.14,0.7,224.42
22192,68.0,26.02,51.85,76.53,103.37,108.47,127.23,152.22,179.5,211.22,0,1,11.61,0.37,224.47
11907,57.0,25.0,51.18,77.73,104.18,109.77,130.38,157.78,186.17,213.18,0,1,11.46,-2.31,224.48
29605,22.0,28.37,54.22,79.92,105.28,110.72,130.52,156.9,185.12,212.7,0,1,11.61,4.65,224.55
5441,43.0,25.65,51.45,76.83,102.23,107.83,128.3,155.35,183.47,0.0,0,1,11.63,-0.29,224.58
20174,60.0,26.13,52.05,77.75,103.92,109.55,130.1,157.55,0.0,0.0,0,1,11.57,0.4,224.65
20437,66.0,25.82,51.5,77.48,103.73,109.5,130.1,157.27,184.98,0.0,0,1,11.68,0.27,224.73
31619,54.0,26.73,52.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.49,1.19,224.75
30771,28.0,28.77,55.25,82.95,110.58,116.23,136.07,161.23,187.15,213.15,0,1,11.33,4.14,225.0
27838,52.0,27.92,54.47,81.05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.3,2.52,225.5
17142,58.0,24.92,49.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.03,-0.02,225.73
31541,40.0,24.93,49.37,74.42,100.47,106.15,127.12,155.62,184.97,213.6,0,1,12.27,0.99,225.93
15596,60.0,25.3,50.12,76.0,101.42,106.9,0.0,0.0,0.0,0.0,0,1,12.09,0.96,225.97
11507,48.0,24.52,48.62,73.07,98.85,104.62,125.88,154.4,184.08,213.43,0,1,12.45,0.86,226.02
18554,59.0,26.9,52.82,77.87,103.38,108.95,128.95,155.83,184.5,0.0,0,1,11.57,1.86,226.25
14145,55.0,24.57,49.47,75.63,101.18,106.63,127.08,154.93,185.47,213.9,0,1,12.05,-0.67,226.45
26813,32.0,26.32,51.63,77.18,103.05,108.57,0.0,0.0,0.0,0.0,0,1,11.85,1.96,226.72
20276,70.0,27.23,54.13,80.92,107.63,113.47,134.5,161.98,189.42,215.77,0,1,11.15,0.61,227.02
13365,58.0,27.27,53.8,78.48,105.8,111.42,130.68,156.33,183.3,216.93,0,1,11.31,1.38,228.05
18158,56.0,27.57,54.17,80.95,107.88,113.58,134.52,161.8,189.57,216.48,0,1,11.28,1.79,228.4
27274,33.0,27.4,53.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.64,3.05,228.5
14517,51.0,25.55,51.28,76.95,102.87,108.48,129.2,157.2,185.7,215.5,0,1,11.66,-0.35,229.0
27931,46.0,24.45,48.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.48,0.87,229.07
20208,65.0,27.48,53.77,80.0,106.67,112.58,134.5,162.1,190.12,217.6,0,1,11.41,2.21,229.63
22259,62.0,26.63,53.12,81.28,108.25,0.0,0.0,0.0,0.0,0.0,0,1,11.33,0.26,230.17
31646,29.0,27.37,53.1,78.68,105.18,110.65,0.0,0.0,0.0,0.0,0,1,11.66,3.09,230.2
7512,30.0,26.45,53.27,79.83,106.13,111.85,133.98,161.18,188.97,218.28,0,1,11.19,-0.69,230.3
24624,43.0,28.88,55.37,81.65,108.12,0.0,0.0,0.0,0.0,0.0,0,1,11.33,4.32,230.32
20871,63.0,28.17,54.7,81.52,109.0,115.07,136.87,163.95,191.18,218.57,0,1,11.31,3.0,230.42
12626,59.0,26.18,53.05,79.93,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.16,-1.3,230.72
16846,65.0,26.42,51.98,77.73,104.52,110.37,131.27,159.48,188.87,217.72,0,1,11.74,1.65,230.78
22100,62.0,26.0,52.25,78.95,106.32,0.0,0.0,0.0,0.0,0.0,0,1,11.43,-0.48,231.12
19710,58.0,25.13,51.15,77.48,104.3,109.93,131.28,160.28,190.18,219.37,0,1,11.53,-1.74,231.5
20864,65.0,27.85,54.65,81.17,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.19,1.92,231.72
18015,66.0,26.38,52.65,79.47,106.75,112.65,134.3,0.0,0.0,0.0,0,1,11.42,0.21,231.72
15613,62.0,26.83,54.1,82.0,111.72,117.0,137.42,165.72,193.68,220.87,0,1,11.0,-0.81,232.28
14540,55.0,25.47,51.92,78.53,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.34,-1.89,232.4
25397,33.0,27.43,53.2,79.07,105.63,111.35,0.0,0.0,0.0,0.0,0,1,11.64,3.12,232.67
19411,56.0,25.83,52.37,79.63,106.28,112.08,132.92,160.45,189.23,219.12,0,1,11.3,-1.36,232.67
31749,50.0,28.48,55.18,82.7,109.87,115.87,0.0,0.0,0.0,0.0,0,1,11.24,3.23,232.78
18232,55.0,25.35,50.68,76.02,102.72,0.0,0.0,0.0,0.0,0.0,0,1,11.84,0.04,233.35
26545,23.0,28.6,55.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.18,3.19,233.55
25957,23.0,24.73,51.75,79.98,108.73,114.77,136.68,164.42,0.0,0.0,0,1,11.1,-4.43,233.6
30613,38.0,26.22,52.28,78.63,105.32,111.15,132.52,161.03,0.0,0.0,0,1,11.51,0.31,234.07
32006,38.0,28.47,55.15,82.77,109.2,115.0,136.02,165.13,194.53,222.2,0,1,11.24,3.25,234.47
22286,63.0,26.87,54.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.04,-0.57,234.63
21472,71.0,26.72,53.22,80.25,107.63,113.53,135.17,164.23,0.0,0.0,0,1,11.32,0.41,234.72
26783,33.0,25.2,49.82,74.68,99.8,105.38,126.47,0.0,0.0,0.0,0,1,12.19,1.16,234.78
21318,63.0,26.1,52.48,79.62,107.65,113.68,135.82,164.37,193.23,222.53,0,1,11.37,-0.53,235.05
12349,47.0,26.45,52.95,79.18,105.6,111.33,131.97,158.67,188.13,220.57,0,1,11.32,-0.09,235.38
25669,41.0,27.15,53.0,78.72,105.22,111.0,132.65,160.5,191.28,0.0,0,1,11.61,2.45,236.02
22664,61.0,25.62,51.65,78.3,105.58,111.48,133.68,163.03,0.0,0.0,0,1,11.53,-0.79,236.22
23007,67.0,26.58,53.55,80.87,108.78,0.0,0.0,0.0,0.0,0.0,0,1,11.12,-0.73,236.38
17673,58.0,25.58,51.12,77.63,105.47,111.43,133.72,163.05,194.48,224.27,0,1,11.75,0.08,236.73
31105,49.0,28.0,52.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.07,5.96,236.92
27848,31.0,28.63,56.37,84.45,112.63,118.82,140.72,0.0,0.0,0.0,0,1,10.81,1.58,237.18
26177,33.0,26.62,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11.68,1.8,237.53
26294,47.0,27.42,55.33,83.77,112.07,118.3,140.48,169.2,198.45,227.32,0,1,10.75,-0.89,238.48
22909,65.0,26.32,51.82,77.03,103.48,109.25,131.77,0.0,0.0,0.0,0,1,11.76,1.58,238.63
7711,65.0,23.83,47.62,75.53,111.02,117.25,142.87,172.9,202.17,0.0,0,1,12.61,0.08,238.9
30957,51.0,28.55,56.28,84.08,111.8,117.8,139.65,168.45,197.68,226.5,0,1,10.82,1.46,238.97
21244,60.0,25.85,51.57,84.52,110.88,116.58,138.13,166.95,197.9,226.95,0,1,11.66,0.25,239.55
30122,23.0,27.48,50.72,75.3,102.88,108.62,130.03,160.2,193.77,226.43,0,1,12.91,8.36,239.75
22129,70.0,27.22,54.58,80.95,109.1,114.98,135.92,164.68,195.47,226.52,0,1,10.96,-0.26,240.9
10204,44.0,26.2,53.47,84.72,111.88,117.58,138.82,168.8,200.03,229.15,0,1,11.0,-2.0,241.38
