bib,age,5k_minutes,10k_minutes,15k_minutes,20k_minutes,Half_minutes,25k_minutes,30k_minutes,35k_minutes,40k_minutes,gender_F,gender_M,finish_minutes
18396,60.0,26.12,52.4,78.77,105.35,111.0,131.4,158.25,185.0,210.97,0,1,222.3
11985,61.0,25.5,50.17,74.82,99.67,105.12,124.78,0.0,0.0,0.0,0,0,0.0
16923,60.0,24.95,50.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21736,60.0,25.47,50.77,76.2,101.82,107.35,127.57,154.72,183.05,211.18,0,1,223.27
20574,62.0,26.18,52.17,78.72,105.13,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19022,60.0,25.48,50.98,76.43,101.93,107.55,127.5,153.68,181.18,0.0,0,0,0.0
22280,64.0,25.78,51.5,77.48,103.87,109.67,130.72,158.72,187.17,214.0,0,1,225.25
21801,64.0,25.17,51.25,78.47,104.73,110.32,131.27,0.0,0.0,0.0,0,0,0.0
21436,62.0,24.2,49.45,74.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23711,61.0,26.05,51.83,78.03,104.88,110.67,131.75,159.3,187.33,214.73,1,0,226.9
23014,60.0,27.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
17540,64.0,25.98,52.3,79.6,105.92,111.75,132.18,159.63,0.0,0.0,0,0,0.0
21913,63.0,26.48,52.58,78.93,106.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0
31735,63.0,27.92,54.62,80.57,107.25,113.35,135.05,161.47,189.62,215.52,0,1,227.97
22402,61.0,26.47,52.3,78.32,105.15,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20747,60.0,25.83,51.48,77.45,103.67,109.37,0.0,0.0,0.0,0.0,0,0,0.0
21708,64.0,25.45,51.58,77.72,104.03,109.83,130.6,158.18,186.3,215.75,0,1,228.92
21073,60.0,26.67,52.78,78.75,105.27,111.05,0.0,0.0,0.0,0.0,0,0,0.0
20802,64.0,26.67,53.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22616,60.0,26.87,53.27,79.77,106.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19123,60.0,25.77,51.0,76.63,104.67,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21973,61.0,26.43,52.92,79.55,106.57,112.52,133.85,162.55,191.23,220.15,0,1,233.18
23353,64.0,26.63,53.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20982,64.0,26.7,53.18,79.83,106.97,112.87,134.07,0.0,0.0,0.0,0,0,0.0
20081,60.0,27.47,53.97,80.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21799,60.0,24.95,51.4,77.8,104.47,110.07,130.97,159.5,0.0,0.0,0,0,0.0
15788,61.0,27.48,54.8,82.82,110.43,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20782,60.0,25.02,50.13,75.18,100.83,106.35,128.75,158.95,192.75,223.1,0,1,235.83
15735,60.0,27.48,54.3,81.3,108.53,114.5,135.8,164.05,193.23,221.97,0,1,236.17
20824,63.0,29.35,57.08,84.2,111.5,117.38,138.92,167.17,0.0,0.0,0,0,0.0
21193,62.0,26.88,51.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21947,61.0,28.47,55.6,82.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22083,63.0,28.02,56.02,84.82,113.33,119.43,141.33,170.37,199.32,0.0,0,0,0.0
17081,63.0,25.58,50.03,74.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22082,60.0,27.45,54.5,82.63,109.92,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22262,62.0,27.77,55.68,83.92,112.47,118.65,140.95,170.63,200.38,228.63,0,1,240.82
19064,61.0,26.7,54.33,80.83,110.2,116.13,0.0,0.0,0.0,0.0,0,0,0.0
23943,61.0,27.62,55.7,83.97,112.4,118.62,0.0,0.0,0.0,0.0,0,0,0.0
19939,62.0,28.77,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20803,62.0,26.25,52.02,78.0,104.32,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22257,61.0,29.02,58.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22055,64.0,27.77,55.75,84.1,112.83,119.0,142.03,171.67,201.77,231.28,0,1,244.25
23527,60.0,27.3,55.45,85.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25215,64.0,27.28,54.85,82.58,110.98,117.2,140.2,170.87,202.83,233.2,0,1,246.77
23988,63.0,28.62,57.23,87.85,116.98,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20626,61.0,26.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19888,61.0,26.73,54.78,82.23,110.8,117.1,140.02,170.97,203.55,235.92,0,1,249.27
24216,62.0,27.22,55.33,84.15,113.47,119.88,143.37,174.18,206.25,236.97,1,0,250.55
23507,63.0,27.33,54.78,84.43,113.32,119.53,142.47,0.0,0.0,0.0,0,0,0.0
24394,63.0,27.43,56.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21300,61.0,26.9,54.65,84.03,113.23,119.52,143.13,175.33,0.0,0.0,0,0,0.0
26708,63.0,29.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24263,62.0,29.7,59.13,88.4,117.73,124.12,147.52,180.7,211.17,240.92,1,0,253.6
24125,61.0,29.58,58.22,87.02,116.75,123.25,146.38,177.33,208.3,240.87,1,0,256.15
23958,63.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22395,61.0,29.12,57.45,86.28,115.4,121.75,145.18,176.22,209.43,242.23,0,1,256.78
24322,60.0,28.48,57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24340,62.0,27.93,56.85,86.72,116.63,123.17,147.17,178.62,211.5,243.65,1,0,257.93
27969,61.0,31.27,58.73,86.87,116.3,122.62,146.45,179.38,212.42,244.85,0,1,258.32
23905,60.0,28.0,56.75,85.9,115.6,121.95,146.03,178.25,0.0,0.0,0,0,0.0
24260,62.0,29.1,58.32,87.97,117.75,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22347,64.0,26.95,53.5,80.85,112.08,118.4,143.22,177.32,211.62,246.17,0,1,261.47
30750,63.0,30.88,60.5,89.62,118.75,125.08,148.32,179.95,211.58,0.0,0,0,0.0
27478,63.0,27.02,53.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25197,61.0,30.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23018,61.0,26.77,52.78,80.32,110.9,117.43,139.07,170.52,205.48,0.0,0,0,0.0
27591,64.0,29.82,58.98,89.73,121.05,127.73,153.08,185.45,219.77,0.0,0,0,0.0
21335,64.0,27.72,55.87,84.55,113.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20792,61.0,27.6,56.1,85.77,117.48,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25907,62.0,32.53,63.72,95.17,127.23,134.18,159.13,191.98,225.03,255.9,0,1,269.57
22487,60.0,29.17,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24226,61.0,32.1,63.23,94.5,126.52,134.05,158.18,191.4,224.32,255.85,1,0,270.63
24387,62.0,27.92,56.82,86.32,117.0,123.8,149.05,184.77,220.5,0.0,0,0,0.0
P146,60.0,30.88,62.42,95.55,126.7,133.67,158.83,190.77,0.0,0.0,0,0,0.0
25360,64.0,31.95,62.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24400,64.0,30.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24187,61.0,33.02,64.83,96.43,128.85,135.75,161.32,195.03,228.32,260.85,1,0,275.23
15838,60.0,31.68,62.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
18967,61.0,26.92,55.27,91.53,125.8,132.92,158.17,191.53,229.02,265.45,0,1,280.23
15842,61.0,30.23,61.92,93.15,125.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24240,61.0,29.13,59.85,92.95,126.7,133.63,160.77,196.82,233.38,267.88,1,0,282.95
24354,63.0,29.72,59.28,89.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21199,62.0,27.62,56.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
27780,63.0,29.38,59.3,90.53,123.67,131.02,158.88,0.0,0.0,0.0,0,0,0.0
31058,60.0,34.45,68.53,104.92,141.28,148.88,177.03,0.0,0.0,0.0,0,0,0.0
32117,60.0,31.62,63.65,94.53,126.97,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25036,61.0,29.75,60.03,90.4,121.53,128.62,155.52,0.0,0.0,0.0,0,0,0.0
32180,60.0,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
30919,62.0,32.13,62.87,94.33,126.38,133.2,160.87,204.13,252.65,295.93,0,1,311.2
31283,60.0,36.03,72.52,108.25,144.42,152.52,181.23,219.32,259.4,297.07,0,1,314.83
29013,63.0,35.35,71.13,106.45,144.88,155.58,185.87,226.1,266.38,302.83,1,0,318.4
31634,61.0,32.2,65.63,101.88,142.75,150.83,183.17,223.5,266.22,307.12,1,0,323.73
27135,60.0,35.28,72.92,110.67,148.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0
31211,63.0,33.83,71.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
29451,61.0,35.92,71.68,109.73,151.78,160.82,195.3,244.15,0.0,0.0,0,0,0.0
30189,60.0,31.62,66.82,107.28,152.32,162.03,0.0,0.0,0.0,0.0,0,0,0.0
5560.0,65.0,21.27,42.4,63.63,85.08,89.65,106.38,129.28,153.0,177.13,0,1,188.52
11263.0,65.0,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
16116.0,67.0,24.53,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
14193.0,65.0,23.6,47.4,70.88,95.18,100.4,119.52,145.12,0.0,0.0,0,0,0.0
15888.0,67.0,23.68,47.68,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23199.0,68.0,25.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
18558.0,66.0,25.45,50.53,76.25,102.13,107.78,128.0,154.57,182.22,209.48,0,1,221.73
22870.0,69.0,26.62,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19721.0,65.0,22.5,45.07,68.78,93.8,99.27,119.48,146.88,178.28,0.0,0,0,0.0
21893.0,65.0,26.55,52.45,78.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21120.0,65.0,26.8,52.63,78.73,104.67,110.27,130.63,157.62,185.58,212.58,0,1,224.62
24431.0,68.0,25.02,49.8,74.82,100.12,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22723.0,67.0,26.57,52.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23062.0,65.0,25.65,51.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20051.0,65.0,25.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21390.0,66.0,27.73,54.43,80.22,106.57,112.13,133.12,0.0,0.0,0.0,0,0,0.0
23344.0,65.0,25.15,50.58,77.38,103.93,109.65,130.57,159.58,189.43,0.0,0,0,0.0
22963.0,66.0,28.03,55.07,82.62,110.53,116.48,0.0,0.0,0.0,0.0,0,0,0.0
23584.0,65.0,28.57,56.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
21714.0,68.0,26.65,53.18,80.2,108.32,114.4,136.5,165.98,195.3,223.17,0,1,235.28
23636.0,68.0,27.78,55.75,83.75,111.83,117.78,139.6,167.77,196.43,223.62,0,1,236.35
22210.0,65.0,26.92,54.45,81.83,109.68,115.52,137.32,166.53,195.95,224.42,0,1,236.72
23665.0,66.0,27.85,55.27,83.25,111.18,117.23,0.0,0.0,0.0,0.0,0,0,0.0
24235.0,65.0,27.78,55.0,82.7,110.48,116.48,138.6,0.0,0.0,0.0,0,0,0.0
15731.0,67.0,27.05,53.45,81.87,109.75,115.77,0.0,0.0,0.0,0.0,0,0,0.0
23132.0,69.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22437.0,68.0,26.85,53.5,80.85,108.72,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23954.0,65.0,27.67,55.05,82.88,111.12,117.05,141.03,170.62,200.08,228.08,1,0,240.35
22712.0,65.0,27.13,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
15832.0,65.0,27.7,55.17,82.45,109.98,115.87,137.48,166.55,198.68,0.0,0,0,0.0
24097.0,66.0,27.95,55.47,83.45,112.07,0.0,0.0,0.0,0.0,0.0,0,0,0.0
17288.0,65.0,26.93,54.68,82.78,111.35,117.65,140.9,171.95,204.82,237.78,0,1,252.42
24118.0,65.0,30.15,59.75,90.52,120.27,126.78,150.05,180.53,211.42,241.7,1,0,255.0
22036.0,65.0,27.78,55.32,84.38,114.13,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24487.0,66.0,28.22,58.1,88.27,118.5,125.12,149.17,180.2,211.28,0.0,0,0,0.0
23458.0,65.0,27.47,54.9,82.88,111.87,118.37,142.03,174.48,208.57,242.42,0,1,256.88
21894.0,65.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23162.0,69.0,26.92,54.68,84.38,114.47,120.88,144.58,176.78,210.65,243.32,0,1,258.3
20612.0,67.0,34.07,65.07,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23167.0,69.0,26.0,51.95,78.37,105.68,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22760.0,67.0,28.67,56.8,84.78,113.12,119.3,142.93,176.0,211.57,247.52,0,1,263.53
21069.0,68.0,25.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23387.0,66.0,29.25,58.12,87.72,117.98,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22464.0,69.0,29.17,58.62,89.08,119.87,127.1,151.62,185.27,222.78,260.12,0,1,277.12
24515.0,65.0,31.4,63.78,96.77,130.67,137.92,166.15,200.13,233.45,265.43,1,0,279.23
24217.0,65.0,31.25,62.68,94.55,127.93,135.1,162.22,196.83,231.6,266.28,1,0,280.95
24252.0,65.0,32.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24171.0,66.0,32.28,66.28,102.6,137.43,146.03,174.68,209.6,247.37,280.4,1,0,294.43
24514.0,68.0,32.3,67.58,101.88,136.73,144.15,0.0,0.0,0.0,0.0,0,0,0.0
24473.0,69.0,32.3,67.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
31736.0,68.0,38.07,75.35,112.98,148.82,156.9,187.83,0.0,0.0,0.0,0,0,0.0
26623.0,66.0,34.47,70.8,108.92,148.45,156.92,187.13,227.88,0.0,0.0,0,0,0.0
29858.0,66.0,32.35,65.13,100.35,135.67,0.0,0.0,0.0,0.0,0.0,0,0,0.0
15934.0,66.0,32.07,66.98,103.02,141.48,149.68,180.57,222.9,267.52,310.42,0,1,328.33
25046.0,69.0,32.5,67.12,102.95,141.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19678.0,70.0,24.17,47.78,72.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20345.0,70.0,24.32,48.75,74.18,99.95,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19545.0,70.0,25.22,50.12,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
18147.0,73.0,24.65,48.77,73.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
31109.0,70.0,29.82,57.58,84.78,112.13,118.07,0.0,0.0,0.0,0.0,0,0,0.0
22892.0,70.0,28.17,56.1,83.9,112.25,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23491.0,72.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24276.0,70.0,27.85,59.92,87.85,116.83,123.02,145.48,176.42,0.0,0.0,0,0,0.0
24175.0,72.0,28.22,57.17,86.75,117.18,123.68,147.58,179.43,211.17,240.9,0,1,254.07
24102.0,72.0,29.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24144.0,71.0,28.72,58.08,88.17,118.42,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24160.0,70.0,27.78,56.62,86.42,118.72,125.6,151.73,186.85,224.32,257.52,0,1,272.4
24355.0,73.0,32.38,65.12,97.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24535.0,70.0,32.75,66.15,99.28,132.57,139.87,166.13,200.02,234.67,270.02,1,0,285.32
24069.0,73.0,30.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23771.0,73.0,31.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24547.0,73.0,34.63,69.63,109.2,144.38,152.03,184.98,0.0,0.0,0.0,0,0,0.0
24032.0,70.0,31.38,63.68,97.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
29213.0,73.0,31.68,63.18,95.8,131.2,139.22,166.97,208.43,252.08,0.0,0,0,0.0
30477.0,72.0,35.73,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
30646.0,71.0,36.45,78.67,118.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
23660.0,72.0,32.55,70.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
22526.0,78.0,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24306.0,75.0,34.43,68.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
30600.0,76.0,33.13,67.7,103.07,139.35,147.03,177.07,216.67,260.58,302.07,0,1,319.97
15948.0,77.0,32.35,67.08,104.73,144.05,152.52,0.0,0.0,0.0,0.0,0,0,0.0
15883.0,75.0,33.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25194.0,76.0,35.28,77.63,113.48,149.33,157.62,0.0,0.0,0.0,0.0,0,0,0.0
15937.0,75.0,37.77,75.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24930.0,75.0,35.3,71.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
24,29.0,14.42,29.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
20,26.0,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
25,29.0,14.43,29.53,44.93,60.58,63.98,76.15,91.72,107.58,123.5,0,1,130.87
18,34.0,14.42,29.52,44.93,60.6,63.98,0.0,0.0,0.0,0.0,0,0,0.0
43,33.0,14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
54,30.0,16.17,32.37,48.65,64.78,68.25,0.0,0.0,0.0,0.0,0,0,0.0
62,30.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
56,34.0,16.2,32.5,48.97,65.42,69.02,82.03,0.0,0.0,0.0,0,0,0.0
57,36.0,16.57,33.2,49.8,66.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0
58,25.0,15.83,31.7,47.5,63.2,66.62,79.1,95.65,113.32,133.75,0,1,143.2
242,27.0,16.58,33.0,49.72,66.5,70.12,0.0,0.0,0.0,0.0,0,0,0.0
293,29.0,16.8,33.72,51.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
318,31.0,16.32,32.5,49.27,66.35,70.02,83.58,101.52,120.05,139.12,0,1,147.98
3097,23.0,18.05,35.58,53.3,71.12,74.88,88.53,106.45,0.0,0.0,0,0,0.0
366,36.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
352,26.0,17.52,34.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
229,26.0,17.47,35.33,53.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
315,35.0,17.83,35.27,52.87,70.8,74.65,88.67,107.0,0.0,0.0,0,0,0.0
1429,26.0,17.48,35.27,53.1,71.08,74.93,88.88,107.18,125.32,143.03,0,1,151.38
739,24.0,18.35,36.13,53.93,71.72,75.52,89.37,107.17,125.27,143.62,0,1,151.93
276,35.0,17.02,34.15,51.43,68.93,72.72,86.6,105.0,123.83,142.85,0,1,151.97
418,38.0,18.03,35.73,53.7,71.9,75.83,0.0,0.0,0.0,0.0,0,0,0.0
258,27.0,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
536,28.0,16.48,33.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
619,27.0,18.03,35.73,53.7,71.88,75.82,89.83,0.0,0.0,0.0,0,0,0.0
1678,39.0,18.08,35.8,53.85,71.88,75.77,0.0,0.0,0.0,0.0,0,0,0.0
1352,30.0,18.55,36.8,54.93,73.25,77.25,91.5,109.82,0.0,0.0,0,0,0.0
310,31.0,17.87,35.92,54.18,72.43,76.42,90.78,0.0,0.0,0.0,0,0,0.0
423,31.0,18.12,36.13,54.1,72.13,76.0,89.93,108.07,0.0,0.0,0,0,0.0
2070,26.0,18.6,36.55,54.83,73.32,77.3,0.0,0.0,0.0,0.0,0,0,0.0
303,35.0,16.73,33.47,50.13,66.95,70.57,83.72,0.0,0.0,0.0,0,0,0.0
1860,23.0,18.05,36.15,54.28,72.47,76.38,90.53,108.75,127.33,145.95,0,1,154.45
784,25.0,18.42,36.75,55.08,73.4,77.35,0.0,0.0,0.0,0.0,0,0,0.0
1637,32.0,18.17,35.93,53.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
29291,24.0,18.8,36.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
492,28.0,17.9,35.9,54.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
452,26.0,17.93,35.62,53.45,71.68,75.52,89.83,108.8,128.03,147.23,0,1,155.82
262,28.0,17.93,35.9,53.9,72.13,76.12,90.48,109.38,128.77,147.92,0,1,156.35
464,26.0,17.17,34.55,52.22,70.43,74.42,88.92,0.0,0.0,0.0,0,0,0.0
319,38.0,17.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
490,29.0,18.25,36.7,55.33,74.12,78.15,0.0,0.0,0.0,0.0,0,0,0.0
413,34.0,17.05,33.97,51.4,68.73,72.58,86.68,105.88,125.95,148.13,0,1,157.5
1547,34.0,18.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1910,29.0,18.22,36.33,54.67,73.07,77.08,91.42,110.0,129.05,148.53,0,1,157.93
1305,35.0,18.38,36.5,54.85,73.35,77.38,92.1,111.5,130.83,149.77,0,1,158.22
1744,25.0,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1195,24.0,17.37,34.37,51.52,68.73,72.45,86.05,104.22,124.23,148.73,0,1,158.4
972,27.0,18.73,37.2,55.63,74.27,78.32,92.98,112.3,131.67,150.62,0,1,158.48
1891,26.0,18.13,36.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
793,23.0,18.02,36.25,54.62,73.18,77.27,91.95,111.25,131.05,150.7,0,1,159.03
658,31.0,18.77,37.28,55.73,74.42,78.45,93.1,112.15,131.48,0.0,0,0,0.0
2913,30.0,20.1,38.92,57.8,76.63,80.72,95.3,114.53,133.4,151.62,0,1,159.47
975,39.0,18.65,37.07,55.67,74.48,78.5,93.18,112.13,131.65,0.0,0,0,0.0
1175,26.0,18.77,37.35,55.88,74.6,78.72,93.35,112.25,131.5,150.93,0,1,159.8
1285,30.0,18.97,37.78,56.73,75.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0
964,36.0,18.67,37.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3628,26.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1196,34.0,16.95,34.12,51.93,71.17,75.27,91.07,111.75,132.1,152.35,0,1,160.57
1868,19.0,18.47,36.98,55.47,74.0,78.0,0.0,0.0,0.0,0.0,0,0,0.0
560,39.0,18.45,36.6,54.87,73.27,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3117,36.0,19.62,38.65,57.77,76.9,81.1,96.05,115.3,134.42,152.78,0,1,160.7
2878,29.0,19.13,37.82,56.72,75.5,79.6,94.3,113.32,132.7,152.48,0,1,161.2
730,34.0,18.82,38.27,57.2,76.18,80.25,95.08,114.48,134.17,153.05,0,1,161.28
454,24.0,18.6,36.75,55.05,73.95,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1871,24.0,18.98,37.42,56.05,74.85,78.88,93.35,0.0,0.0,0.0,0,0,0.0
1194,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2280,29.0,19.37,38.0,56.65,75.33,79.33,0.0,0.0,0.0,0.0,0,0,0.0
479,28.0,19.43,39.03,58.5,77.85,82.05,96.95,116.35,136.1,154.68,0,1,162.47
4297,28.0,20.08,39.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1684,27.0,18.07,35.93,53.9,72.08,76.08,90.5,110.28,131.62,152.88,0,1,162.47
2593,34.0,20.05,39.13,59.18,78.0,82.13,97.07,116.17,134.85,153.78,0,1,162.48
2302,21.0,19.37,38.7,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1634,36.0,19.08,37.78,56.63,75.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2755,25.0,17.85,35.38,53.08,70.7,74.53,88.6,107.73,128.82,152.13,0,1,162.55
1410,38.0,19.35,38.2,57.2,76.35,80.55,95.43,114.88,134.5,153.95,0,1,162.62
2776,31.0,19.87,38.73,57.48,76.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1447,34.0,19.03,37.85,56.82,75.75,79.88,94.7,114.03,133.63,153.92,0,1,162.75
1974,36.0,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2576,25.0,19.2,37.9,56.92,76.2,80.35,95.42,115.03,134.9,154.5,0,1,163.12
883,37.0,18.07,36.18,54.63,73.42,77.5,92.5,112.67,0.0,0.0,0,0,0.0
2305,34.0,19.53,38.6,57.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1108,30.0,19.43,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1558,32.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
1301,32.0,19.7,38.93,58.27,77.7,81.9,96.98,0.0,0.0,0.0,0,0,0.0
1482,28.0,19.15,38.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
395,25.0,17.43,34.73,52.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
4096,23.0,19.92,39.5,59.08,78.53,82.75,97.9,0.0,0.0,0.0,0,0,0.0
3783,33.0,20.03,39.58,59.08,78.62,82.95,98.55,118.33,137.48,156.05,0,1,163.83
345,36.0,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
