"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"9818","Ciudad, Cristobal","70","M","Murcia","ESP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:47","0:47:53","1:11:52","1:36:34","1:41:55","2:01:26","2:28:29","2:57:31","3:27:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:23","3:39:36","12955","9069","12",""
"19510","Claflin, Thomas","74","M","Brighton","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:26:29","0:53:41","1:21:08","1:48:50","1:54:49","2:16:29","2:45:15","3:14:11","3:41:46","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:56","3:53:56","16284","10469","20",""
"21531","Cugno, Thomas","71","M","Dennisport","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:26:52","0:54:00","1:21:26","1:49:34","1:55:44","2:18:30","2:48:55","3:20:49","3:53:56","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:30","4:08:58","18675","11499","40",""
"23203","Christini, Roy","70","M","State College","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:25:48","0:53:16","1:20:57","1:49:43","1:55:49","2:19:28","2:50:44","3:23:15","3:56:14","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:33","4:10:14","18842","11572","47",""
"23641","Cavinatto, José Nelio","70","M","São Paulo","BRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:28:50","0:58:06","1:28:12","1:57:30","2:03:52","2:27:13","2:57:18","3:27:59","3:57:33","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:35","4:10:58","18950","11620","51",""
"23473","Cooper, Char","71","F","Noblesville","IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:28:50","0:57:21","1:26:07","1:55:12","2:01:37","2:24:39","2:55:38","3:27:08","3:58:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:09:36","4:11:30","19014","7366","3",""
"23520","Collins, William","70","M","Dartmouth","NS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:27:39","0:54:38","1:21:38","1:50:17","1:56:22","2:21:04","2:57:04","3:34:22","4:09:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:10:04","4:23:48","20390","12253","92",""
"22707","Chen, Chun Shih","72","M","West New York","NJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
