"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"1","Kipruto, Benson","31","M","Kapsabet","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:58","0:29:39","0:44:45","1:00:02","1:03:26","1:15:28","1:30:59","1:46:33","2:00:45","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:52","2:07:27","3","3","3",""
"11","Kiptanui, Eric","31","M","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:57","0:29:40","0:44:44","1:00:03","1:03:26","1:15:28","1:30:59","1:46:36","2:01:53","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:55","2:08:47","5","5","5",""
"18","Korir, Albert","28","M","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:58","0:29:39","0:44:44","1:00:02","1:03:26","1:15:28","1:30:59","1:46:37","2:01:53","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:55","2:08:50","6","6","6",""
"28","Kibet, Elkanah","38","M","Colorado Springs","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:57","0:29:40","0:44:44","1:00:02","1:03:25","1:15:28","1:30:59","1:46:38","2:02:04","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:56","2:09:07","9","9","9",""
"10","Kamworor, Geoffrey","29","M","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:57","0:29:39","0:44:44","1:00:02","1:03:25","1:15:27","1:30:59","1:46:35","2:02:17","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:02","2:11:49","18","18","18",""
"17","Kawauchi, Yuki","35","M","Kuki","JPN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:58","0:29:54","0:45:17","1:01:00","1:04:26","1:16:33","1:32:21","1:48:56","2:05:34","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:05","2:12:55","20","20","20",""
"567","Kortenhof, Joe","24","M","Boston","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:15","0:34:32","0:51:49","1:09:05","1:12:47","1:26:04","1:43:16","2:00:29","2:17:21","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:32","2:25:01","52","45","44",""
"331","Kopec, Wojciech","35","M","Olsztynek","POL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:23","0:32:43","0:49:01","1:06:53","1:10:52","1:25:30","1:44:50","2:03:00","2:20:38","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:41","2:28:38","97","85","79",""
"358","Kalapos, Joshua","24","M","Somerville","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:02","0:32:15","0:48:38","1:05:09","1:08:45","1:21:39","1:39:02","1:58:21","2:19:33","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:41","2:28:50","104","91","84",""
"711","Kiracofe, Drew","26","M","Brookline","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:34","0:35:08","0:52:47","1:10:27","1:14:17","1:27:58","1:45:45","2:03:43","2:21:31","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:42","2:29:18","110","97","90",""
"599","Kline, Gabriel","25","M","Acton","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:39","0:35:41","0:52:58","1:10:32","1:14:20","1:28:00","1:45:46","2:03:59","2:22:13","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:44","2:30:02","125","111","101",""
"604","Kopp, Herbert","38","M","Kaltenbach","AUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:44","0:35:33","0:53:30","1:11:33","1:15:28","1:29:27","1:47:38","2:05:48","2:23:37","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:47","2:31:21","164","149","135",""
"579","Keinath, Moritz","31","M","Zurich","SUI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:29","0:35:05","0:52:50","1:10:33","1:14:21","1:28:04","1:46:04","2:04:37","2:23:20","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:48","2:31:40","178","162","148",""
"352","Kaehr, Andrew","32","M","Chicago","IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:53","0:35:18","0:52:49","1:10:25","1:14:13","1:27:56","1:46:06","2:05:03","2:23:51","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:49","2:32:09","188","171","157",""
"555","Kennedy, David","23","M","Boulder","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:12","0:36:03","0:54:03","1:12:06","1:15:58","1:30:04","1:48:34","2:07:24","2:26:11","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:54","2:34:28","238","221","203",""
"509","Kann, Brent","35","M","Eau Claire","WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:31","0:36:36","0:54:58","1:13:25","1:17:26","1:31:46","1:50:17","2:08:52","2:26:44","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:54","2:34:36","241","224","206",""
"556","Kondracki, Kyle","24","M","Pearl River","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:47","0:35:29","0:53:08","1:10:47","1:14:39","1:28:28","1:46:40","2:05:33","2:25:15","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:54","2:34:41","243","226","208",""
"942","Klundt, Matthew","35","M","Fresno","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:18","0:36:31","0:54:36","1:12:47","1:16:43","1:30:39","1:49:02","2:08:14","2:27:08","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:57","2:35:43","279","259","237",""
